,LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents
3381,E01003478,,,70.0,,37.0,77.0,,184.0
3382,E01003479,,40.0,,80.0,,38.0,,158.0
3383,E01003480,173.0,,68.0,44.0,42.0,76.0,,403.0
3384,E01003481,,,125.0,37.0,78.0,167.0,,407.0
3385,E01003482,153.0,36.0,192.0,75.0,111.0,192.0,,759.0
3386,E01003483,,,59.0,41.0,,83.0,,183.0
3387,E01003484,,,57.0,,39.0,40.0,,136.0
3388,E01003485,,,,,,38.0,,38.0
3389,E01003486,,37.0,129.0,49.0,83.0,124.0,,422.0
3390,E01003487,,35.0,69.0,,44.0,153.0,,301.0
3391,E01003488,,31.0,,,,82.0,,113.0
3392,E01003489,319.0,,193.0,45.0,126.0,202.0,,885.0
3393,E01003490,,33.0,68.0,,49.0,131.0,,281.0
3394,E01003491,173.0,,111.0,37.0,40.0,156.0,,517.0
3395,E01003492,,,58.0,33.0,34.0,31.0,,156.0
3396,E01003493,,68.0,60.0,36.0,43.0,125.0,,332.0
3397,E01003494,,,61.0,,36.0,72.0,,169.0
3398,E01003495,,,,34.0,,72.0,,106.0
3399,E01003496,,,,81.0,,116.0,,197.0
3400,E01003497,156.0,33.0,178.0,34.0,87.0,159.0,,647.0
3401,E01003498,,37.0,59.0,44.0,46.0,80.0,45.0,311.0
3402,E01003499,156.0,,126.0,43.0,35.0,154.0,,514.0
3403,E01003500,,,68.0,39.0,43.0,124.0,,274.0
3404,E01003501,,72.0,193.0,33.0,136.0,199.0,,633.0
3405,E01003502,,33.0,129.0,79.0,73.0,161.0,,475.0
3406,E01003503,,87.0,103.0,76.0,79.0,166.0,,511.0
3407,E01003506,,39.0,69.0,77.0,,88.0,,273.0
3408,E01003507,,,194.0,83.0,117.0,220.0,,614.0
3409,E01003508,,,51.0,35.0,38.0,157.0,,281.0
3410,E01003509,,40.0,,,,120.0,,160.0
3411,E01003511,,,,47.0,,156.0,,203.0
3412,E01003512,,,,39.0,,73.0,,112.0
3413,E01003513,,,62.0,39.0,33.0,113.0,,247.0
3414,E01003514,,,58.0,34.0,50.0,160.0,38.0,340.0
3415,E01003515,144.0,34.0,126.0,80.0,70.0,157.0,,611.0
3416,E01003516,,,72.0,74.0,42.0,160.0,,348.0
3417,E01003517,,,120.0,,83.0,155.0,,358.0
3418,E01003518,,,,48.0,,36.0,,84.0
3419,E01003519,,,,,,80.0,,80.0
3420,E01003520,153.0,,57.0,67.0,40.0,127.0,,444.0
3421,E01003521,156.0,,182.0,34.0,69.0,165.0,,606.0
3422,E01003522,,,200.0,39.0,87.0,123.0,,449.0
3423,E01003523,,,190.0,40.0,130.0,106.0,,466.0
3424,E01003524,,74.0,62.0,33.0,41.0,42.0,,252.0
3425,E01003525,,40.0,54.0,,36.0,158.0,,288.0
3426,E01003526,,,56.0,77.0,44.0,120.0,,297.0
3427,E01003527,,,113.0,34.0,79.0,112.0,,338.0
3428,E01003528,,,,,,87.0,,87.0
3429,E01003529,,28.0,66.0,34.0,,108.0,,236.0
3430,E01003530,,,62.0,,45.0,42.0,,149.0
3431,E01003531,,36.0,189.0,41.0,113.0,111.0,,490.0
3432,E01003532,,,60.0,,44.0,110.0,,214.0
3433,E01003533,,31.0,63.0,33.0,39.0,43.0,,209.0
3434,E01003534,,106.0,65.0,43.0,40.0,66.0,,320.0
3435,E01003535,,,59.0,,40.0,122.0,,221.0
3436,E01003536,,37.0,59.0,38.0,,85.0,,219.0
3437,E01003537,,,60.0,33.0,37.0,128.0,,258.0
