LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents,AntiSem_and_Islam,Faith_noIslamAntiSem
E01002477,319.0,0.0,119.0,82.0,0.0,89.0,0.0,609.0,319.0,-200.0
E01002478,171.0,0.0,65.0,40.0,33.0,75.0,0.0,384.0,204.0,-139.0
E01002479,0.0,77.0,61.0,46.0,32.0,121.0,40.0,377.0,32.0,29.0
E01002480,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01002481,0.0,0.0,0.0,41.0,0.0,78.0,39.0,158.0,0.0,0.0
E01002482,156.0,39.0,57.0,0.0,0.0,86.0,0.0,338.0,156.0,-99.0
E01002483,152.0,0.0,58.0,85.0,0.0,104.0,0.0,399.0,152.0,-94.0
E01002484,0.0,34.0,0.0,0.0,0.0,68.0,0.0,102.0,0.0,0.0
E01002485,0.0,73.0,69.0,89.0,42.0,118.0,42.0,433.0,42.0,27.0
E01002486,0.0,28.0,73.0,0.0,40.0,154.0,0.0,295.0,40.0,33.0
E01002487,0.0,0.0,64.0,38.0,0.0,85.0,0.0,187.0,0.0,64.0
E01002488,0.0,0.0,0.0,0.0,0.0,67.0,0.0,67.0,0.0,0.0
E01002489,0.0,0.0,0.0,42.0,0.0,65.0,0.0,107.0,0.0,0.0
E01002490,0.0,0.0,66.0,0.0,33.0,128.0,0.0,227.0,33.0,33.0
E01002491,0.0,33.0,0.0,0.0,0.0,71.0,0.0,104.0,0.0,0.0
E01002492,0.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0
E01002493,0.0,34.0,58.0,48.0,34.0,168.0,0.0,342.0,34.0,24.0
E01002494,0.0,0.0,0.0,42.0,0.0,82.0,0.0,124.0,0.0,0.0
E01002495,0.0,0.0,68.0,0.0,39.0,171.0,0.0,278.0,39.0,29.0
E01002496,0.0,0.0,0.0,42.0,0.0,65.0,0.0,107.0,0.0,0.0
E01002497,172.0,41.0,130.0,110.0,46.0,216.0,0.0,715.0,218.0,-88.0
E01002498,0.0,0.0,61.0,34.0,33.0,85.0,0.0,213.0,33.0,28.0
E01002499,0.0,0.0,63.0,0.0,37.0,125.0,0.0,225.0,37.0,26.0
E01002501,0.0,37.0,62.0,0.0,37.0,113.0,0.0,249.0,37.0,25.0
E01002502,0.0,0.0,65.0,74.0,41.0,158.0,0.0,338.0,41.0,24.0
E01002503,0.0,0.0,123.0,44.0,76.0,90.0,0.0,333.0,76.0,47.0
E01002504,0.0,37.0,53.0,0.0,32.0,100.0,0.0,222.0,32.0,21.0
E01002505,0.0,0.0,59.0,83.0,45.0,207.0,0.0,394.0,45.0,14.0
E01002506,0.0,39.0,164.0,103.0,81.0,209.0,37.0,633.0,81.0,83.0
E01002507,0.0,37.0,181.0,33.0,70.0,163.0,0.0,484.0,70.0,111.0
E01002508,0.0,0.0,71.0,41.0,43.0,155.0,0.0,310.0,43.0,28.0
E01002509,0.0,0.0,0.0,45.0,0.0,74.0,0.0,119.0,0.0,0.0
E01002511,0.0,80.0,53.0,171.0,39.0,88.0,0.0,431.0,39.0,14.0
E01002512,0.0,0.0,65.0,40.0,36.0,121.0,0.0,262.0,36.0,29.0
E01002513,0.0,0.0,0.0,82.0,0.0,159.0,0.0,241.0,0.0,0.0
E01002514,0.0,74.0,118.0,68.0,81.0,192.0,0.0,533.0,81.0,37.0
E01002515,0.0,47.0,112.0,37.0,40.0,161.0,44.0,441.0,40.0,72.0
E01002516,0.0,0.0,71.0,49.0,38.0,158.0,0.0,316.0,38.0,33.0
E01002518,0.0,35.0,0.0,0.0,0.0,121.0,42.0,198.0,0.0,0.0
E01002519,0.0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,0.0,0.0
E01002520,0.0,0.0,66.0,75.0,36.0,116.0,29.0,322.0,36.0,30.0
E01002521,0.0,36.0,144.0,69.0,69.0,205.0,35.0,558.0,69.0,75.0
E01002523,0.0,33.0,68.0,0.0,43.0,83.0,0.0,227.0,43.0,25.0
E01002525,0.0,0.0,64.0,0.0,43.0,75.0,0.0,182.0,43.0,21.0
E01002526,0.0,39.0,52.0,39.0,36.0,78.0,0.0,244.0,36.0,16.0
E01002527,0.0,30.0,59.0,40.0,42.0,108.0,0.0,279.0,42.0,17.0
E01002528,0.0,37.0,201.0,76.0,111.0,165.0,0.0,590.0,111.0,90.0
E01002529,148.0,38.0,67.0,81.0,33.0,159.0,0.0,526.0,181.0,-114.0
E01002530,0.0,0.0,64.0,59.0,0.0,144.0,0.0,267.0,0.0,64.0
E01002531,0.0,41.0,50.0,0.0,38.0,111.0,0.0,240.0,38.0,12.0
E01002532,0.0,0.0,172.0,41.0,101.0,107.0,0.0,421.0,101.0,71.0
E01002533,0.0,32.0,0.0,0.0,0.0,72.0,0.0,104.0,0.0,0.0
E01002534,0.0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.0
E01002535,161.0,42.0,188.0,121.0,82.0,135.0,0.0,729.0,243.0,-55.0
E01002536,0.0,0.0,69.0,0.0,40.0,76.0,0.0,185.0,40.0,29.0
E01002537,0.0,30.0,0.0,0.0,0.0,68.0,0.0,98.0,0.0,0.0
E01002538,189.0,0.0,63.0,41.0,0.0,128.0,0.0,421.0,189.0,-126.0
E01002539,0.0,0.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0
E01002540,0.0,26.0,63.0,0.0,39.0,161.0,0.0,289.0,39.0,24.0
E01002541,0.0,0.0,0.0,34.0,0.0,110.0,0.0,144.0,0.0,0.0
E01002542,0.0,44.0,58.0,40.0,35.0,165.0,0.0,342.0,35.0,23.0
E01002543,0.0,38.0,0.0,0.0,0.0,77.0,0.0,115.0,0.0,0.0
E01002544,0.0,0.0,66.0,31.0,39.0,130.0,0.0,266.0,39.0,27.0
E01002545,0.0,39.0,114.0,40.0,0.0,122.0,0.0,315.0,0.0,114.0
E01002546,0.0,0.0,0.0,42.0,0.0,81.0,0.0,123.0,0.0,0.0
E01002547,0.0,34.0,54.0,0.0,40.0,104.0,0.0,232.0,40.0,14.0
E01002548,0.0,31.0,63.0,36.0,41.0,108.0,0.0,279.0,41.0,22.0
E01002549,0.0,39.0,0.0,0.0,0.0,160.0,0.0,199.0,0.0,0.0
E01002550,0.0,0.0,130.0,40.0,36.0,146.0,0.0,352.0,36.0,94.0
E01002551,0.0,29.0,62.0,50.0,36.0,78.0,0.0,255.0,36.0,26.0
E01002552,0.0,42.0,52.0,46.0,34.0,72.0,44.0,290.0,34.0,18.0
E01002553,0.0,38.0,64.0,39.0,37.0,115.0,0.0,293.0,37.0,27.0
E01002554,0.0,41.0,136.0,83.0,37.0,177.0,0.0,474.0,37.0,99.0
E01002555,139.0,0.0,120.0,0.0,88.0,147.0,0.0,494.0,227.0,-107.0
E01002556,0.0,0.0,0.0,0.0,0.0,126.0,0.0,126.0,0.0,0.0
E01002557,0.0,0.0,120.0,42.0,85.0,74.0,0.0,321.0,85.0,35.0
E01002558,0.0,36.0,179.0,0.0,121.0,115.0,41.0,492.0,121.0,58.0
E01002559,0.0,0.0,66.0,42.0,0.0,157.0,36.0,301.0,0.0,66.0
E01002560,0.0,0.0,111.0,36.0,74.0,110.0,0.0,331.0,74.0,37.0
E01002561,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0
E01002562,0.0,0.0,132.0,72.0,80.0,120.0,0.0,404.0,80.0,52.0
E01002563,0.0,33.0,0.0,74.0,0.0,174.0,32.0,313.0,0.0,0.0
E01002564,0.0,38.0,66.0,41.0,42.0,158.0,0.0,345.0,42.0,24.0
E01002565,134.0,76.0,117.0,39.0,44.0,77.0,0.0,487.0,178.0,-61.0
E01002566,144.0,67.0,137.0,74.0,81.0,197.0,38.0,738.0,225.0,-88.0
E01002567,0.0,0.0,0.0,89.0,0.0,80.0,0.0,169.0,0.0,0.0
E01002568,0.0,0.0,65.0,40.0,40.0,102.0,0.0,247.0,40.0,25.0
E01002569,0.0,38.0,0.0,42.0,0.0,45.0,0.0,125.0,0.0,0.0
E01002570,0.0,0.0,58.0,82.0,0.0,139.0,0.0,279.0,0.0,58.0
E01002571,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
E01002572,0.0,0.0,67.0,38.0,43.0,112.0,0.0,260.0,43.0,24.0
E01002573,0.0,45.0,58.0,38.0,44.0,117.0,0.0,302.0,44.0,14.0
E01002574,0.0,39.0,0.0,0.0,0.0,152.0,0.0,191.0,0.0,0.0
E01002575,164.0,0.0,61.0,38.0,0.0,109.0,0.0,372.0,164.0,-103.0
E01002576,0.0,38.0,140.0,0.0,78.0,73.0,0.0,329.0,78.0,62.0
E01002577,0.0,38.0,57.0,0.0,0.0,172.0,0.0,267.0,0.0,57.0
E01002578,0.0,37.0,80.0,44.0,41.0,174.0,38.0,414.0,41.0,39.0
E01002579,0.0,0.0,0.0,31.0,0.0,74.0,0.0,105.0,0.0,0.0
E01002580,0.0,0.0,58.0,41.0,34.0,102.0,0.0,235.0,34.0,24.0
E01002581,0.0,41.0,64.0,35.0,43.0,166.0,0.0,349.0,43.0,21.0
E01002582,0.0,0.0,58.0,0.0,35.0,127.0,0.0,220.0,35.0,23.0
E01002583,0.0,0.0,132.0,0.0,72.0,125.0,0.0,329.0,72.0,60.0
E01002584,0.0,0.0,192.0,86.0,82.0,115.0,0.0,475.0,82.0,110.0
E01002585,0.0,0.0,116.0,0.0,38.0,173.0,0.0,327.0,38.0,78.0
E01002586,0.0,0.0,66.0,0.0,42.0,85.0,0.0,193.0,42.0,24.0
E01002587,0.0,72.0,66.0,37.0,45.0,72.0,0.0,292.0,45.0,21.0
E01002588,0.0,33.0,129.0,78.0,80.0,123.0,0.0,443.0,80.0,49.0
E01002589,0.0,37.0,121.0,115.0,100.0,123.0,38.0,534.0,100.0,21.0
E01002590,0.0,0.0,130.0,38.0,42.0,69.0,0.0,279.0,42.0,88.0
E01002591,0.0,42.0,0.0,43.0,0.0,81.0,37.0,203.0,0.0,0.0
E01002592,0.0,0.0,123.0,35.0,81.0,79.0,0.0,318.0,81.0,42.0
E01002593,0.0,42.0,62.0,41.0,38.0,134.0,34.0,351.0,38.0,24.0
E01002594,0.0,0.0,68.0,82.0,36.0,127.0,43.0,356.0,36.0,32.0
E01002595,0.0,43.0,60.0,37.0,0.0,41.0,0.0,181.0,0.0,60.0
E01002596,0.0,0.0,136.0,46.0,72.0,126.0,0.0,380.0,72.0,64.0
E01002598,0.0,80.0,170.0,84.0,113.0,125.0,0.0,572.0,113.0,57.0
E01002599,0.0,34.0,58.0,85.0,39.0,160.0,0.0,376.0,39.0,19.0
E01002600,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0
E01002601,0.0,0.0,0.0,44.0,0.0,105.0,0.0,149.0,0.0,0.0
E01002602,0.0,0.0,0.0,32.0,0.0,89.0,0.0,121.0,0.0,0.0
E01002603,0.0,0.0,0.0,39.0,0.0,119.0,0.0,158.0,0.0,0.0
E01002604,0.0,0.0,64.0,0.0,49.0,102.0,0.0,215.0,49.0,15.0
E01002605,0.0,0.0,71.0,46.0,39.0,42.0,0.0,198.0,39.0,32.0
E01002606,0.0,91.0,111.0,0.0,0.0,121.0,44.0,367.0,0.0,111.0
E01002607,0.0,79.0,125.0,38.0,33.0,149.0,0.0,424.0,33.0,92.0
E01002608,312.0,0.0,123.0,41.0,31.0,115.0,0.0,622.0,343.0,-220.0
E01002609,0.0,34.0,55.0,45.0,38.0,121.0,41.0,334.0,38.0,17.0
E01002610,0.0,0.0,65.0,35.0,37.0,111.0,0.0,248.0,37.0,28.0
E01002611,0.0,36.0,66.0,37.0,0.0,78.0,0.0,217.0,0.0,66.0
E01002612,0.0,0.0,121.0,88.0,83.0,193.0,38.0,523.0,83.0,38.0
E01002613,0.0,0.0,0.0,0.0,0.0,169.0,0.0,169.0,0.0,0.0
E01002614,0.0,39.0,61.0,0.0,42.0,42.0,0.0,184.0,42.0,19.0
E01002615,0.0,36.0,132.0,38.0,79.0,170.0,0.0,455.0,79.0,53.0
E01002616,0.0,0.0,0.0,38.0,0.0,112.0,0.0,150.0,0.0,0.0
E01002617,0.0,0.0,111.0,0.0,0.0,86.0,0.0,197.0,0.0,111.0
E01002618,162.0,0.0,116.0,0.0,0.0,136.0,0.0,414.0,162.0,-46.0
E01002619,0.0,79.0,111.0,0.0,43.0,82.0,0.0,315.0,43.0,68.0
E01002620,0.0,41.0,137.0,38.0,77.0,126.0,0.0,419.0,77.0,60.0
E01002621,0.0,62.0,0.0,0.0,0.0,113.0,0.0,175.0,0.0,0.0
E01002622,0.0,0.0,190.0,0.0,113.0,125.0,0.0,428.0,113.0,77.0
E01002623,0.0,0.0,126.0,47.0,39.0,77.0,0.0,289.0,39.0,87.0
E01002624,0.0,35.0,65.0,41.0,0.0,85.0,0.0,226.0,0.0,65.0
E01002625,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0
E01002626,0.0,0.0,54.0,0.0,48.0,123.0,0.0,225.0,48.0,6.0
E01002627,0.0,41.0,0.0,80.0,0.0,41.0,0.0,162.0,0.0,0.0
E01002628,0.0,0.0,127.0,0.0,31.0,113.0,0.0,271.0,31.0,96.0
E01002629,153.0,41.0,240.0,39.0,115.0,212.0,0.0,800.0,268.0,-28.0
E01002630,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0
E01002631,0.0,0.0,51.0,81.0,43.0,84.0,41.0,300.0,43.0,8.0
E01002632,0.0,40.0,0.0,72.0,0.0,81.0,0.0,193.0,0.0,0.0
E01002633,0.0,39.0,188.0,40.0,119.0,106.0,0.0,492.0,119.0,69.0
E01002634,0.0,0.0,52.0,130.0,41.0,106.0,0.0,329.0,41.0,11.0
E01002635,0.0,34.0,188.0,0.0,119.0,76.0,0.0,417.0,119.0,69.0
E01002636,0.0,0.0,55.0,0.0,40.0,76.0,0.0,171.0,40.0,15.0
E01002637,0.0,0.0,267.0,76.0,169.0,189.0,0.0,701.0,169.0,98.0
E01002638,0.0,0.0,117.0,0.0,78.0,117.0,0.0,312.0,78.0,39.0
E01002639,0.0,0.0,109.0,0.0,81.0,103.0,0.0,293.0,81.0,28.0
E01002640,0.0,0.0,55.0,85.0,34.0,128.0,0.0,302.0,34.0,21.0
E01002641,157.0,0.0,111.0,42.0,89.0,156.0,0.0,555.0,246.0,-135.0
E01002642,0.0,118.0,263.0,43.0,110.0,154.0,0.0,688.0,110.0,153.0
E01002643,0.0,0.0,60.0,0.0,39.0,65.0,0.0,164.0,39.0,21.0
E01002645,0.0,33.0,64.0,41.0,0.0,79.0,0.0,217.0,0.0,64.0
E01002646,0.0,81.0,71.0,46.0,36.0,146.0,0.0,380.0,36.0,35.0
E01002647,0.0,63.0,52.0,50.0,42.0,84.0,0.0,291.0,42.0,10.0
E01002648,0.0,37.0,247.0,43.0,146.0,161.0,0.0,634.0,146.0,101.0
E01002649,0.0,35.0,111.0,149.0,78.0,157.0,0.0,530.0,78.0,33.0
E01002650,0.0,0.0,186.0,45.0,115.0,210.0,0.0,556.0,115.0,71.0
E01002651,0.0,0.0,109.0,40.0,43.0,124.0,0.0,316.0,43.0,66.0
E01002652,163.0,0.0,177.0,77.0,90.0,154.0,0.0,661.0,253.0,-76.0
E01002653,0.0,0.0,0.0,0.0,0.0,108.0,49.0,157.0,0.0,0.0
E01002654,0.0,0.0,55.0,44.0,40.0,69.0,0.0,208.0,40.0,15.0
E01002655,0.0,0.0,50.0,36.0,39.0,117.0,35.0,277.0,39.0,11.0
E01002656,0.0,0.0,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0
E01002657,0.0,0.0,0.0,0.0,0.0,113.0,0.0,113.0,0.0,0.0
E01002658,0.0,0.0,0.0,41.0,0.0,82.0,0.0,123.0,0.0,0.0
E01002660,0.0,0.0,58.0,44.0,45.0,128.0,0.0,275.0,45.0,13.0
E01002661,0.0,0.0,68.0,86.0,40.0,110.0,0.0,304.0,40.0,28.0
E01002662,0.0,41.0,184.0,0.0,121.0,171.0,0.0,517.0,121.0,63.0
E01002663,0.0,0.0,67.0,123.0,42.0,88.0,0.0,320.0,42.0,25.0
E01002664,174.0,0.0,176.0,79.0,118.0,164.0,35.0,746.0,292.0,-116.0
E01002665,0.0,0.0,192.0,37.0,41.0,123.0,0.0,393.0,41.0,151.0
E01002666,174.0,0.0,180.0,44.0,82.0,121.0,0.0,601.0,256.0,-76.0
E01002667,0.0,0.0,121.0,48.0,78.0,122.0,39.0,408.0,78.0,43.0
E01002668,0.0,44.0,143.0,43.0,38.0,81.0,0.0,349.0,38.0,105.0
E01002669,0.0,0.0,69.0,0.0,40.0,76.0,0.0,185.0,40.0,29.0
E01002670,0.0,0.0,0.0,73.0,0.0,83.0,0.0,156.0,0.0,0.0
E01002671,0.0,0.0,0.0,0.0,0.0,84.0,0.0,84.0,0.0,0.0
E01002672,0.0,39.0,119.0,41.0,65.0,155.0,0.0,419.0,65.0,54.0
E01002673,0.0,38.0,65.0,0.0,0.0,80.0,0.0,183.0,0.0,65.0
E01002674,0.0,32.0,59.0,0.0,0.0,129.0,0.0,220.0,0.0,59.0
E01002675,0.0,0.0,78.0,41.0,38.0,80.0,0.0,237.0,38.0,40.0
E01002676,129.0,0.0,122.0,0.0,36.0,80.0,0.0,367.0,165.0,-43.0
E01002677,168.0,0.0,127.0,82.0,44.0,112.0,40.0,573.0,212.0,-85.0
E01002678,161.0,0.0,140.0,0.0,69.0,119.0,0.0,489.0,230.0,-90.0
E01002679,0.0,0.0,56.0,0.0,38.0,79.0,0.0,173.0,38.0,18.0
E01002680,0.0,79.0,176.0,38.0,68.0,147.0,39.0,547.0,68.0,108.0
E01002681,0.0,42.0,179.0,40.0,43.0,129.0,41.0,474.0,43.0,136.0
E01002682,0.0,68.0,113.0,37.0,78.0,120.0,46.0,462.0,78.0,35.0
E01002683,0.0,35.0,109.0,34.0,90.0,79.0,41.0,388.0,90.0,19.0
E01002684,173.0,0.0,110.0,45.0,73.0,153.0,0.0,554.0,246.0,-136.0
E01002686,0.0,0.0,56.0,33.0,38.0,171.0,110.0,408.0,38.0,18.0
E01002687,150.0,34.0,69.0,35.0,0.0,70.0,0.0,358.0,150.0,-81.0
E01002689,0.0,0.0,56.0,42.0,41.0,153.0,38.0,330.0,41.0,15.0
E01002690,0.0,0.0,0.0,84.0,0.0,117.0,0.0,201.0,0.0,0.0
E01002691,160.0,0.0,113.0,108.0,44.0,123.0,0.0,548.0,204.0,-91.0
E01002692,0.0,0.0,55.0,74.0,0.0,119.0,0.0,248.0,0.0,55.0
E01002693,176.0,34.0,64.0,74.0,47.0,105.0,0.0,500.0,223.0,-159.0
E01002694,0.0,68.0,68.0,120.0,44.0,75.0,0.0,375.0,44.0,24.0
E01002695,479.0,0.0,243.0,80.0,126.0,144.0,41.0,1113.0,605.0,-362.0
E01002696,169.0,76.0,123.0,75.0,70.0,204.0,73.0,790.0,239.0,-116.0
E01002697,307.0,0.0,121.0,77.0,0.0,160.0,40.0,705.0,307.0,-186.0
E01002698,0.0,0.0,58.0,39.0,0.0,155.0,0.0,252.0,0.0,58.0
E01002699,150.0,0.0,60.0,37.0,0.0,75.0,45.0,367.0,150.0,-90.0
E01002700,160.0,0.0,67.0,45.0,41.0,81.0,42.0,436.0,201.0,-134.0
E01002701,181.0,38.0,67.0,77.0,40.0,136.0,36.0,575.0,221.0,-154.0
E01002702,0.0,71.0,209.0,112.0,114.0,124.0,0.0,630.0,114.0,95.0
E01002703,0.0,0.0,60.0,79.0,34.0,140.0,0.0,313.0,34.0,26.0
E01002704,151.0,37.0,185.0,169.0,117.0,194.0,0.0,853.0,268.0,-83.0
E01002706,0.0,0.0,55.0,46.0,43.0,188.0,0.0,332.0,43.0,12.0
E01002707,0.0,0.0,113.0,40.0,81.0,112.0,0.0,346.0,81.0,32.0
E01002708,0.0,33.0,71.0,43.0,39.0,168.0,0.0,354.0,39.0,32.0
E01002709,0.0,71.0,68.0,38.0,30.0,153.0,0.0,360.0,30.0,38.0
E01002710,0.0,0.0,174.0,44.0,0.0,167.0,0.0,385.0,0.0,174.0
E01002711,654.0,0.0,237.0,110.0,36.0,195.0,42.0,1274.0,690.0,-453.0
E01002712,0.0,28.0,60.0,90.0,0.0,128.0,0.0,306.0,0.0,60.0
E01002713,0.0,39.0,62.0,85.0,38.0,76.0,0.0,300.0,38.0,24.0
E01002714,146.0,31.0,55.0,38.0,0.0,71.0,0.0,341.0,146.0,-91.0
E01002715,173.0,77.0,172.0,42.0,64.0,169.0,0.0,697.0,237.0,-65.0
E01002716,0.0,37.0,64.0,121.0,42.0,120.0,77.0,461.0,42.0,22.0
E01002717,0.0,0.0,124.0,50.0,69.0,36.0,49.0,328.0,69.0,55.0
E01002718,0.0,40.0,0.0,78.0,0.0,75.0,41.0,234.0,0.0,0.0
E01002719,0.0,80.0,60.0,77.0,34.0,81.0,0.0,332.0,34.0,26.0
E01002720,0.0,0.0,131.0,44.0,89.0,165.0,0.0,429.0,89.0,42.0
E01002721,0.0,38.0,53.0,43.0,0.0,72.0,0.0,206.0,0.0,53.0
E01002722,0.0,37.0,0.0,125.0,0.0,119.0,0.0,281.0,0.0,0.0
E01002723,0.0,0.0,55.0,75.0,42.0,37.0,38.0,247.0,42.0,13.0
E01002724,0.0,43.0,60.0,89.0,33.0,167.0,42.0,434.0,33.0,27.0
E01002725,0.0,0.0,200.0,41.0,68.0,74.0,0.0,383.0,68.0,132.0
E01002726,0.0,35.0,55.0,116.0,38.0,75.0,0.0,319.0,38.0,17.0
E01002727,0.0,23.0,53.0,0.0,39.0,65.0,43.0,223.0,39.0,14.0
E01002728,163.0,76.0,64.0,76.0,44.0,120.0,0.0,543.0,207.0,-143.0
E01002729,0.0,36.0,185.0,42.0,130.0,143.0,0.0,536.0,130.0,55.0
E01002730,311.0,0.0,189.0,36.0,72.0,109.0,0.0,717.0,383.0,-194.0
E01002731,156.0,35.0,147.0,36.0,80.0,198.0,42.0,694.0,236.0,-89.0
E01002732,0.0,44.0,52.0,109.0,36.0,134.0,0.0,375.0,36.0,16.0
E01002733,0.0,34.0,58.0,44.0,43.0,39.0,0.0,218.0,43.0,15.0
E01002734,162.0,120.0,186.0,88.0,63.0,149.0,84.0,852.0,225.0,-39.0
E01002735,165.0,0.0,119.0,164.0,48.0,172.0,32.0,700.0,213.0,-94.0
E01002736,0.0,0.0,0.0,78.0,0.0,131.0,0.0,209.0,0.0,0.0
E01002737,0.0,74.0,60.0,77.0,41.0,117.0,0.0,369.0,41.0,19.0
E01002738,154.0,68.0,203.0,40.0,81.0,124.0,43.0,713.0,235.0,-32.0
E01002739,313.0,0.0,127.0,36.0,45.0,129.0,0.0,650.0,358.0,-231.0
E01002740,296.0,0.0,132.0,37.0,45.0,158.0,0.0,668.0,341.0,-209.0
E01002741,0.0,34.0,49.0,87.0,37.0,84.0,36.0,327.0,37.0,12.0
E01002742,0.0,0.0,0.0,78.0,0.0,75.0,0.0,153.0,0.0,0.0
E01002743,0.0,0.0,0.0,86.0,0.0,84.0,0.0,170.0,0.0,0.0
E01002744,0.0,32.0,51.0,87.0,39.0,110.0,0.0,319.0,39.0,12.0
E01002745,0.0,29.0,0.0,78.0,0.0,117.0,42.0,266.0,0.0,0.0
E01002747,325.0,78.0,129.0,81.0,45.0,161.0,0.0,819.0,370.0,-241.0
E01002748,329.0,107.0,319.0,71.0,206.0,222.0,0.0,1254.0,535.0,-216.0
E01002749,0.0,0.0,61.0,73.0,38.0,87.0,0.0,259.0,38.0,23.0
E01002751,161.0,42.0,70.0,37.0,30.0,174.0,77.0,591.0,191.0,-121.0
E01002752,0.0,32.0,51.0,0.0,37.0,45.0,0.0,165.0,37.0,14.0
E01002753,0.0,72.0,0.0,74.0,0.0,75.0,41.0,262.0,0.0,0.0
E01002754,0.0,0.0,0.0,38.0,0.0,106.0,0.0,144.0,0.0,0.0
E01002755,0.0,0.0,0.0,74.0,0.0,130.0,0.0,204.0,0.0,0.0
E01002756,349.0,0.0,198.0,0.0,79.0,156.0,0.0,782.0,428.0,-230.0
E01002757,173.0,0.0,54.0,40.0,0.0,33.0,0.0,300.0,173.0,-119.0
E01002758,0.0,31.0,130.0,76.0,73.0,124.0,0.0,434.0,73.0,57.0
E01002759,0.0,0.0,0.0,36.0,0.0,76.0,0.0,112.0,0.0,0.0
E01002760,0.0,0.0,184.0,84.0,126.0,113.0,44.0,551.0,126.0,58.0
E01002762,141.0,42.0,108.0,0.0,37.0,108.0,0.0,436.0,178.0,-70.0
E01002763,0.0,0.0,188.0,80.0,119.0,196.0,0.0,583.0,119.0,69.0
E01002764,0.0,34.0,67.0,0.0,45.0,156.0,0.0,302.0,45.0,22.0
E01002765,0.0,0.0,123.0,71.0,66.0,170.0,0.0,430.0,66.0,57.0
E01002766,0.0,0.0,124.0,78.0,84.0,84.0,0.0,370.0,84.0,40.0
E01002767,0.0,40.0,124.0,72.0,85.0,188.0,0.0,509.0,85.0,39.0
E01002768,0.0,38.0,0.0,94.0,0.0,110.0,0.0,242.0,0.0,0.0
E01002769,0.0,112.0,57.0,45.0,38.0,143.0,0.0,395.0,38.0,19.0
E01002770,150.0,106.0,127.0,120.0,71.0,205.0,0.0,779.0,221.0,-94.0
E01002771,0.0,0.0,65.0,41.0,43.0,196.0,0.0,345.0,43.0,22.0
E01002772,0.0,0.0,0.0,80.0,0.0,192.0,0.0,272.0,0.0,0.0
E01002773,0.0,70.0,65.0,72.0,42.0,210.0,38.0,497.0,42.0,23.0
E01002774,336.0,34.0,110.0,121.0,35.0,124.0,0.0,760.0,371.0,-261.0
E01002775,0.0,0.0,0.0,126.0,0.0,123.0,0.0,249.0,0.0,0.0
E01002776,0.0,39.0,121.0,75.0,90.0,71.0,48.0,444.0,90.0,31.0
E01002777,0.0,34.0,0.0,120.0,0.0,74.0,0.0,228.0,0.0,0.0
E01002778,0.0,65.0,0.0,88.0,0.0,67.0,42.0,262.0,0.0,0.0
E01002779,0.0,38.0,0.0,38.0,0.0,76.0,0.0,152.0,0.0,0.0
E01002780,0.0,42.0,61.0,87.0,47.0,128.0,39.0,404.0,47.0,14.0
E01002781,0.0,0.0,45.0,34.0,40.0,123.0,0.0,242.0,40.0,5.0
E01002782,0.0,0.0,120.0,79.0,86.0,115.0,0.0,400.0,86.0,34.0
E01002783,0.0,0.0,67.0,76.0,43.0,152.0,33.0,371.0,43.0,24.0
E01002784,0.0,78.0,51.0,45.0,39.0,166.0,0.0,379.0,39.0,12.0
E01002785,0.0,0.0,53.0,37.0,33.0,103.0,39.0,265.0,33.0,20.0
E01002786,134.0,37.0,120.0,40.0,78.0,38.0,0.0,447.0,212.0,-92.0
E01002787,0.0,0.0,0.0,83.0,0.0,72.0,0.0,155.0,0.0,0.0
E01002788,0.0,0.0,0.0,0.0,0.0,79.0,0.0,79.0,0.0,0.0
E01002789,0.0,0.0,65.0,40.0,0.0,68.0,0.0,173.0,0.0,65.0
E01002790,298.0,39.0,118.0,84.0,40.0,154.0,38.0,771.0,338.0,-220.0
E01002791,323.0,0.0,129.0,82.0,0.0,157.0,131.0,822.0,323.0,-194.0
E01002792,0.0,75.0,0.0,79.0,0.0,71.0,44.0,269.0,0.0,0.0
E01002793,165.0,36.0,74.0,118.0,40.0,113.0,33.0,579.0,205.0,-131.0
E01002794,165.0,38.0,183.0,125.0,79.0,202.0,0.0,792.0,244.0,-61.0
E01002795,162.0,36.0,184.0,116.0,41.0,212.0,69.0,820.0,203.0,-19.0
E01002796,0.0,70.0,68.0,76.0,33.0,39.0,0.0,286.0,33.0,35.0
E01002797,165.0,39.0,195.0,129.0,43.0,110.0,39.0,720.0,208.0,-13.0
E01002798,179.0,29.0,135.0,163.0,36.0,146.0,39.0,727.0,215.0,-80.0
