LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents,AntiSem_and_Islam,Faith_noIslamAntiSem
E01000002,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
E01000005,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0
E01000006,146.0,0.0,1.0,39.0,0.0,67.0,0.0,253.0,146.0,-145.0
E01000007,0.0,0.0,11.0,46.0,90.0,187.0,0.0,334.0,90.0,-79.0
E01000008,154.0,0.0,2.0,37.0,0.0,114.0,0.0,307.0,154.0,-152.0
E01000009,0.0,0.0,126.0,46.0,112.0,161.0,0.0,445.0,112.0,14.0
E01000010,162.0,1.0,239.0,76.0,163.0,201.0,0.0,842.0,325.0,-86.0
E01000011,0.0,0.0,67.0,46.0,40.0,75.0,0.0,228.0,40.0,27.0
E01000012,0.0,0.0,258.0,42.0,121.0,112.0,0.0,533.0,121.0,137.0
E01000013,0.0,0.0,68.0,43.0,34.0,198.0,0.0,343.0,34.0,34.0
E01000014,0.0,0.0,0.0,76.0,0.0,32.0,0.0,108.0,0.0,0.0
E01000015,0.0,0.0,0.0,74.0,0.0,90.0,0.0,164.0,0.0,0.0
E01000016,0.0,0.0,63.0,0.0,31.0,110.0,0.0,204.0,31.0,32.0
E01000017,0.0,0.0,51.0,39.0,42.0,73.0,0.0,205.0,42.0,9.0
E01000018,0.0,0.0,0.0,35.0,0.0,82.0,0.0,117.0,0.0,0.0
E01000019,0.0,0.0,0.0,0.0,0.0,87.0,0.0,87.0,0.0,0.0
E01000020,0.0,0.0,0.0,39.0,0.0,73.0,0.0,112.0,0.0,0.0
E01000021,0.0,0.0,0.0,0.0,0.0,147.0,0.0,147.0,0.0,0.0
E01000022,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0
E01000023,0.0,0.0,128.0,39.0,35.0,205.0,37.0,444.0,35.0,93.0
E01000024,0.0,0.0,0.0,43.0,0.0,118.0,0.0,161.0,0.0,0.0
E01000025,0.0,0.0,0.0,0.0,0.0,115.0,38.0,153.0,0.0,0.0
E01000027,0.0,0.0,60.0,0.0,39.0,175.0,0.0,274.0,39.0,21.0
E01000028,0.0,0.0,55.0,89.0,42.0,124.0,0.0,310.0,42.0,13.0
E01000029,0.0,0.0,65.0,0.0,32.0,114.0,0.0,211.0,32.0,33.0
E01000030,0.0,0.0,67.0,43.0,42.0,157.0,0.0,309.0,42.0,25.0
E01000031,0.0,0.0,0.0,35.0,0.0,88.0,0.0,123.0,0.0,0.0
E01000032,0.0,0.0,57.0,41.0,45.0,159.0,0.0,302.0,45.0,12.0
E01000033,136.0,0.0,106.0,48.0,35.0,165.0,0.0,490.0,171.0,-65.0
E01000034,0.0,0.0,0.0,0.0,0.0,171.0,0.0,171.0,0.0,0.0
E01000035,178.0,0.0,130.0,42.0,39.0,109.0,0.0,498.0,217.0,-87.0
E01000036,0.0,0.0,115.0,77.0,96.0,141.0,47.0,476.0,96.0,19.0
E01000037,0.0,0.0,62.0,40.0,33.0,85.0,0.0,220.0,33.0,29.0
E01000038,0.0,0.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0
E01000039,0.0,0.0,0.0,38.0,0.0,38.0,0.0,76.0,0.0,0.0
E01000040,0.0,0.0,121.0,33.0,88.0,79.0,0.0,321.0,88.0,33.0
E01000041,0.0,0.0,0.0,0.0,0.0,163.0,0.0,163.0,0.0,0.0
E01000042,0.0,0.0,0.0,82.0,0.0,128.0,0.0,210.0,0.0,0.0
E01000043,0.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,0.0
E01000044,0.0,0.0,0.0,0.0,0.0,121.0,0.0,121.0,0.0,0.0
E01000045,0.0,0.0,58.0,127.0,44.0,153.0,0.0,382.0,44.0,14.0
E01000046,0.0,0.0,0.0,49.0,0.0,167.0,0.0,216.0,0.0,0.0
E01000048,0.0,0.0,60.0,0.0,39.0,70.0,0.0,169.0,39.0,21.0
E01000049,0.0,0.0,0.0,34.0,0.0,217.0,0.0,251.0,0.0,0.0
E01000050,0.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,0.0
E01000051,0.0,0.0,61.0,0.0,43.0,81.0,0.0,185.0,43.0,18.0
E01000052,0.0,0.0,59.0,0.0,37.0,120.0,0.0,216.0,37.0,22.0
E01000053,0.0,0.0,0.0,87.0,0.0,169.0,0.0,256.0,0.0,0.0
E01000054,0.0,0.0,52.0,0.0,43.0,84.0,0.0,179.0,43.0,9.0
E01000055,0.0,0.0,69.0,31.0,40.0,87.0,0.0,227.0,40.0,29.0
E01000056,0.0,0.0,0.0,41.0,0.0,163.0,0.0,204.0,0.0,0.0
E01000057,0.0,0.0,66.0,34.0,41.0,167.0,0.0,308.0,41.0,25.0
E01000058,0.0,0.0,68.0,39.0,38.0,124.0,0.0,269.0,38.0,30.0
E01000059,0.0,0.0,125.0,35.0,79.0,75.0,0.0,314.0,79.0,46.0
E01000060,0.0,0.0,124.0,76.0,95.0,184.0,0.0,479.0,95.0,29.0
E01000061,0.0,109.0,138.0,81.0,70.0,196.0,0.0,594.0,70.0,68.0
E01000062,0.0,0.0,62.0,0.0,41.0,64.0,0.0,167.0,41.0,21.0
E01000063,0.0,34.0,0.0,40.0,0.0,84.0,0.0,158.0,0.0,0.0
E01000064,0.0,0.0,63.0,80.0,0.0,227.0,0.0,370.0,0.0,63.0
E01000065,0.0,0.0,0.0,0.0,0.0,155.0,0.0,155.0,0.0,0.0
E01000066,0.0,49.0,68.0,160.0,33.0,81.0,0.0,391.0,33.0,35.0
E01000067,0.0,0.0,57.0,0.0,0.0,113.0,0.0,170.0,0.0,57.0
E01000068,0.0,0.0,63.0,0.0,41.0,173.0,0.0,277.0,41.0,22.0
E01000069,0.0,0.0,0.0,0.0,0.0,157.0,0.0,157.0,0.0,0.0
E01000070,0.0,32.0,115.0,0.0,79.0,148.0,0.0,374.0,79.0,36.0
E01000071,0.0,0.0,71.0,0.0,38.0,72.0,0.0,181.0,38.0,33.0
E01000072,0.0,0.0,0.0,0.0,0.0,153.0,0.0,153.0,0.0,0.0
E01000073,0.0,0.0,65.0,0.0,0.0,173.0,0.0,238.0,0.0,65.0
E01000074,0.0,38.0,0.0,36.0,0.0,74.0,0.0,148.0,0.0,0.0
E01000075,0.0,36.0,0.0,35.0,0.0,170.0,0.0,241.0,0.0,0.0
E01000076,0.0,0.0,0.0,0.0,0.0,148.0,0.0,148.0,0.0,0.0
E01000077,0.0,31.0,64.0,68.0,32.0,125.0,0.0,320.0,32.0,32.0
E01000078,0.0,0.0,61.0,43.0,35.0,165.0,0.0,304.0,35.0,26.0
E01000079,0.0,0.0,61.0,48.0,31.0,26.0,0.0,166.0,31.0,30.0
E01000080,0.0,29.0,0.0,0.0,0.0,81.0,0.0,110.0,0.0,0.0
E01000081,0.0,38.0,0.0,41.0,0.0,78.0,0.0,157.0,0.0,0.0
E01000082,0.0,31.0,53.0,0.0,39.0,79.0,0.0,202.0,39.0,14.0
E01000083,0.0,0.0,0.0,42.0,0.0,82.0,0.0,124.0,0.0,0.0
E01000084,0.0,0.0,65.0,47.0,33.0,161.0,0.0,306.0,33.0,32.0
E01000085,0.0,0.0,0.0,43.0,0.0,148.0,0.0,191.0,0.0,0.0
E01000086,0.0,0.0,62.0,75.0,41.0,42.0,0.0,220.0,41.0,21.0
E01000087,0.0,0.0,0.0,80.0,0.0,196.0,0.0,276.0,0.0,0.0
E01000088,0.0,38.0,115.0,43.0,0.0,159.0,0.0,355.0,0.0,115.0
E01000089,0.0,0.0,0.0,44.0,0.0,116.0,0.0,160.0,0.0,0.0
E01000090,0.0,0.0,64.0,0.0,42.0,110.0,0.0,216.0,42.0,22.0
E01000091,0.0,0.0,0.0,34.0,0.0,124.0,0.0,158.0,0.0,0.0
E01000092,0.0,0.0,104.0,71.0,82.0,168.0,39.0,464.0,82.0,22.0
E01000093,0.0,36.0,136.0,0.0,75.0,159.0,0.0,406.0,75.0,61.0
E01000094,0.0,0.0,0.0,0.0,0.0,170.0,0.0,170.0,0.0,0.0
E01000095,0.0,0.0,121.0,36.0,36.0,190.0,0.0,383.0,36.0,85.0
E01000096,0.0,0.0,69.0,39.0,38.0,111.0,0.0,257.0,38.0,31.0
E01000097,0.0,0.0,117.0,0.0,72.0,32.0,0.0,221.0,72.0,45.0
E01000098,0.0,41.0,62.0,37.0,41.0,123.0,0.0,304.0,41.0,21.0
E01000099,0.0,0.0,0.0,51.0,0.0,117.0,0.0,168.0,0.0,0.0
E01000100,0.0,36.0,0.0,79.0,0.0,156.0,73.0,344.0,0.0,0.0
E01000101,0.0,0.0,0.0,0.0,0.0,156.0,0.0,156.0,0.0,0.0
E01000102,0.0,0.0,65.0,34.0,40.0,40.0,0.0,179.0,40.0,25.0
E01000103,0.0,89.0,61.0,0.0,36.0,85.0,0.0,271.0,36.0,25.0
E01000104,0.0,0.0,0.0,40.0,0.0,126.0,0.0,166.0,0.0,0.0
E01000105,0.0,79.0,189.0,78.0,111.0,195.0,74.0,726.0,111.0,78.0
E01000106,0.0,38.0,69.0,0.0,38.0,168.0,0.0,313.0,38.0,31.0
E01000107,0.0,0.0,61.0,0.0,34.0,84.0,0.0,179.0,34.0,27.0
E01000108,0.0,0.0,0.0,26.0,0.0,165.0,0.0,191.0,0.0,0.0
E01000109,0.0,38.0,0.0,37.0,0.0,117.0,0.0,192.0,0.0,0.0
E01000110,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0
E01000111,171.0,0.0,59.0,0.0,0.0,160.0,0.0,390.0,171.0,-112.0
E01000112,0.0,0.0,124.0,0.0,41.0,202.0,0.0,367.0,41.0,83.0
E01000113,0.0,0.0,128.0,85.0,71.0,118.0,0.0,402.0,71.0,57.0
E01000114,0.0,0.0,0.0,39.0,0.0,112.0,39.0,190.0,0.0,0.0
E01000115,0.0,0.0,0.0,38.0,0.0,94.0,0.0,132.0,0.0,0.0
E01000116,0.0,0.0,145.0,35.0,80.0,110.0,0.0,370.0,80.0,65.0
E01000117,167.0,37.0,65.0,0.0,39.0,127.0,0.0,435.0,206.0,-141.0
E01000118,301.0,42.0,120.0,79.0,36.0,149.0,0.0,727.0,337.0,-217.0
E01000119,0.0,0.0,70.0,0.0,43.0,82.0,0.0,195.0,43.0,27.0
E01000120,0.0,0.0,58.0,0.0,0.0,70.0,0.0,128.0,0.0,58.0
E01000121,123.0,41.0,112.0,78.0,46.0,127.0,0.0,527.0,169.0,-57.0
E01000122,0.0,0.0,53.0,41.0,44.0,36.0,0.0,174.0,44.0,9.0
E01000123,162.0,0.0,61.0,0.0,42.0,122.0,0.0,387.0,204.0,-143.0
E01000124,139.0,70.0,126.0,110.0,80.0,211.0,38.0,774.0,219.0,-93.0
E01000125,294.0,69.0,136.0,78.0,38.0,165.0,0.0,780.0,332.0,-196.0
E01000126,0.0,0.0,71.0,0.0,29.0,81.0,0.0,181.0,29.0,42.0
E01000127,0.0,0.0,67.0,35.0,40.0,47.0,0.0,189.0,40.0,27.0
E01000128,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0
E01000129,336.0,40.0,254.0,71.0,40.0,192.0,30.0,963.0,376.0,-122.0
E01000130,0.0,0.0,65.0,41.0,0.0,177.0,0.0,283.0,0.0,65.0
E01000131,0.0,0.0,0.0,0.0,0.0,163.0,0.0,163.0,0.0,0.0
E01000132,0.0,0.0,0.0,0.0,0.0,161.0,0.0,161.0,0.0,0.0
E01000133,152.0,0.0,115.0,0.0,73.0,77.0,0.0,417.0,225.0,-110.0
E01000134,504.0,0.0,263.0,43.0,73.0,99.0,0.0,982.0,577.0,-314.0
E01000135,328.0,0.0,101.0,0.0,42.0,118.0,0.0,589.0,370.0,-269.0
E01000136,0.0,0.0,0.0,37.0,0.0,78.0,0.0,115.0,0.0,0.0
E01000137,165.0,0.0,60.0,0.0,0.0,79.0,0.0,304.0,165.0,-105.0
E01000138,0.0,74.0,0.0,34.0,0.0,71.0,0.0,179.0,0.0,0.0
E01000139,291.0,0.0,178.0,0.0,44.0,79.0,0.0,592.0,335.0,-157.0
E01000140,319.0,0.0,144.0,73.0,28.0,72.0,0.0,636.0,347.0,-203.0
E01000141,180.0,0.0,52.0,120.0,39.0,194.0,0.0,585.0,219.0,-167.0
E01000142,155.0,0.0,125.0,0.0,43.0,71.0,0.0,394.0,198.0,-73.0
E01000143,0.0,0.0,130.0,39.0,76.0,158.0,0.0,403.0,76.0,54.0
E01000144,507.0,41.0,194.0,79.0,0.0,197.0,0.0,1018.0,507.0,-313.0
E01000145,302.0,0.0,202.0,0.0,45.0,128.0,0.0,677.0,347.0,-145.0
E01000146,675.0,70.0,263.0,86.0,112.0,161.0,75.0,1442.0,787.0,-524.0
E01000147,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,0.0,0.0
E01000148,149.0,74.0,128.0,45.0,40.0,117.0,0.0,553.0,189.0,-61.0
E01000150,158.0,33.0,112.0,0.0,43.0,114.0,0.0,460.0,201.0,-89.0
E01000151,151.0,110.0,195.0,36.0,75.0,113.0,0.0,680.0,226.0,-31.0
E01000152,0.0,0.0,48.0,0.0,36.0,29.0,0.0,113.0,36.0,12.0
E01000153,0.0,31.0,0.0,0.0,0.0,125.0,0.0,156.0,0.0,0.0
E01000154,0.0,0.0,131.0,0.0,40.0,120.0,0.0,291.0,40.0,91.0
E01000155,158.0,36.0,125.0,34.0,41.0,156.0,0.0,550.0,199.0,-74.0
E01000156,178.0,0.0,66.0,30.0,0.0,77.0,0.0,351.0,178.0,-112.0
E01000157,0.0,0.0,59.0,103.0,47.0,85.0,0.0,294.0,47.0,12.0
E01000158,150.0,0.0,61.0,91.0,0.0,131.0,45.0,478.0,150.0,-89.0
E01000159,0.0,38.0,0.0,34.0,0.0,118.0,30.0,220.0,0.0,0.0
E01000160,0.0,0.0,63.0,84.0,34.0,100.0,39.0,320.0,34.0,29.0
E01000161,0.0,83.0,54.0,44.0,0.0,166.0,0.0,347.0,0.0,54.0
E01000162,480.0,34.0,203.0,0.0,42.0,198.0,0.0,957.0,522.0,-319.0
E01000163,0.0,0.0,126.0,41.0,38.0,130.0,0.0,335.0,38.0,88.0
E01000164,145.0,41.0,119.0,48.0,38.0,145.0,0.0,536.0,183.0,-64.0
E01000165,166.0,0.0,133.0,0.0,39.0,117.0,0.0,455.0,205.0,-72.0
E01000166,168.0,0.0,59.0,0.0,0.0,113.0,0.0,340.0,168.0,-109.0
E01000167,335.0,73.0,126.0,37.0,45.0,117.0,0.0,733.0,380.0,-254.0
E01000168,139.0,0.0,60.0,44.0,0.0,37.0,0.0,280.0,139.0,-79.0
E01000169,0.0,0.0,0.0,0.0,0.0,83.0,0.0,83.0,0.0,0.0
E01000170,324.0,0.0,187.0,76.0,31.0,145.0,0.0,763.0,355.0,-168.0
E01000171,162.0,27.0,125.0,39.0,84.0,129.0,43.0,609.0,246.0,-121.0
E01000172,0.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0
E01000173,0.0,0.0,63.0,0.0,31.0,118.0,0.0,212.0,31.0,32.0
E01000174,322.0,33.0,134.0,0.0,40.0,159.0,0.0,688.0,362.0,-228.0
E01000175,0.0,27.0,0.0,37.0,0.0,79.0,0.0,143.0,0.0,0.0
E01000176,338.0,37.0,118.0,0.0,0.0,65.0,0.0,558.0,338.0,-220.0
E01000177,478.0,0.0,197.0,37.0,0.0,126.0,0.0,838.0,478.0,-281.0
E01000178,302.0,0.0,95.0,35.0,0.0,151.0,0.0,583.0,302.0,-207.0
E01000179,0.0,43.0,0.0,115.0,0.0,79.0,0.0,237.0,0.0,0.0
E01000180,0.0,0.0,0.0,37.0,0.0,111.0,43.0,191.0,0.0,0.0
E01000181,158.0,0.0,178.0,89.0,0.0,168.0,78.0,671.0,158.0,20.0
E01000182,0.0,0.0,0.0,74.0,0.0,73.0,0.0,147.0,0.0,0.0
E01000183,152.0,0.0,63.0,34.0,0.0,79.0,0.0,328.0,152.0,-89.0
E01000184,0.0,0.0,67.0,0.0,34.0,147.0,0.0,248.0,34.0,33.0
E01000185,149.0,0.0,66.0,0.0,0.0,148.0,0.0,363.0,149.0,-83.0
E01000186,314.0,0.0,128.0,0.0,35.0,128.0,0.0,605.0,349.0,-221.0
E01000187,314.0,0.0,110.0,0.0,0.0,123.0,39.0,586.0,314.0,-204.0
E01000188,500.0,47.0,183.0,0.0,36.0,113.0,0.0,879.0,536.0,-353.0
E01000189,0.0,0.0,66.0,77.0,45.0,83.0,0.0,271.0,45.0,21.0
E01000190,279.0,0.0,122.0,0.0,0.0,125.0,0.0,526.0,279.0,-157.0
E01000191,305.0,0.0,122.0,0.0,0.0,71.0,0.0,498.0,305.0,-183.0
E01000192,821.0,0.0,304.0,81.0,33.0,225.0,0.0,1464.0,854.0,-550.0
E01000193,681.0,41.0,242.0,75.0,80.0,183.0,30.0,1332.0,761.0,-519.0
E01000194,443.0,0.0,192.0,85.0,83.0,147.0,0.0,950.0,526.0,-334.0
E01000195,352.0,65.0,120.0,0.0,40.0,198.0,0.0,775.0,392.0,-272.0
E01000196,480.0,44.0,255.0,0.0,39.0,115.0,0.0,933.0,519.0,-264.0
E01000197,289.0,0.0,117.0,37.0,0.0,162.0,0.0,605.0,289.0,-172.0
E01000198,323.0,0.0,127.0,0.0,0.0,136.0,0.0,586.0,323.0,-196.0
E01000199,168.0,0.0,135.0,0.0,40.0,76.0,0.0,419.0,208.0,-73.0
E01000200,155.0,46.0,60.0,73.0,0.0,117.0,0.0,451.0,155.0,-95.0
E01000201,612.0,0.0,221.0,0.0,0.0,158.0,0.0,991.0,612.0,-391.0
E01000202,306.0,0.0,129.0,0.0,42.0,69.0,0.0,546.0,348.0,-219.0
E01000203,313.0,0.0,122.0,38.0,84.0,146.0,0.0,703.0,397.0,-275.0
E01000204,166.0,0.0,189.0,72.0,106.0,118.0,0.0,651.0,272.0,-83.0
E01000205,312.0,0.0,118.0,39.0,0.0,106.0,0.0,575.0,312.0,-194.0
E01000206,442.0,0.0,169.0,0.0,87.0,164.0,0.0,862.0,529.0,-360.0
E01000207,333.0,0.0,113.0,0.0,39.0,79.0,0.0,564.0,372.0,-259.0
E01000208,324.0,0.0,117.0,0.0,46.0,107.0,0.0,594.0,370.0,-253.0
E01000209,162.0,0.0,178.0,77.0,83.0,116.0,0.0,616.0,245.0,-67.0
E01000210,302.0,71.0,111.0,0.0,0.0,109.0,0.0,593.0,302.0,-191.0
E01000211,446.0,0.0,191.0,127.0,0.0,194.0,0.0,958.0,446.0,-255.0
E01000212,475.0,0.0,181.0,0.0,0.0,121.0,40.0,817.0,475.0,-294.0
E01000213,155.0,0.0,59.0,34.0,0.0,35.0,0.0,283.0,155.0,-96.0
E01000214,311.0,0.0,250.0,43.0,125.0,78.0,0.0,807.0,436.0,-186.0
E01000215,318.0,0.0,115.0,79.0,0.0,78.0,0.0,590.0,318.0,-203.0
E01000216,346.0,0.0,116.0,0.0,0.0,79.0,0.0,541.0,346.0,-230.0
E01000217,305.0,0.0,129.0,0.0,44.0,116.0,0.0,594.0,349.0,-220.0
E01000218,315.0,0.0,231.0,0.0,0.0,125.0,0.0,671.0,315.0,-84.0
E01000219,488.0,0.0,257.0,0.0,35.0,168.0,0.0,948.0,523.0,-266.0
E01000220,292.0,34.0,114.0,0.0,41.0,71.0,0.0,552.0,333.0,-219.0
E01000221,312.0,38.0,126.0,40.0,71.0,115.0,0.0,702.0,383.0,-257.0
E01000222,0.0,0.0,0.0,35.0,0.0,80.0,0.0,115.0,0.0,0.0
E01000223,164.0,0.0,183.0,40.0,82.0,143.0,0.0,612.0,246.0,-63.0
E01000224,0.0,0.0,0.0,0.0,0.0,109.0,47.0,156.0,0.0,0.0
E01000225,315.0,0.0,115.0,0.0,36.0,98.0,0.0,564.0,351.0,-236.0
E01000226,173.0,0.0,55.0,0.0,0.0,73.0,0.0,301.0,173.0,-118.0
E01000227,457.0,0.0,252.0,0.0,44.0,165.0,0.0,918.0,501.0,-249.0
E01000228,175.0,0.0,63.0,39.0,46.0,81.0,0.0,404.0,221.0,-158.0
E01000229,311.0,39.0,120.0,41.0,0.0,154.0,39.0,704.0,311.0,-191.0
E01000230,300.0,0.0,123.0,40.0,39.0,82.0,0.0,584.0,339.0,-216.0
E01000231,148.0,35.0,72.0,0.0,0.0,146.0,0.0,401.0,148.0,-76.0
E01000232,358.0,0.0,128.0,0.0,0.0,131.0,0.0,617.0,358.0,-230.0
E01000233,658.0,0.0,238.0,0.0,40.0,198.0,0.0,1134.0,698.0,-460.0
E01000234,483.0,33.0,179.0,39.0,0.0,127.0,0.0,861.0,483.0,-304.0
E01000235,171.0,36.0,45.0,0.0,0.0,122.0,0.0,374.0,171.0,-126.0
E01000236,494.0,0.0,173.0,0.0,0.0,121.0,0.0,788.0,494.0,-321.0
E01000237,647.0,0.0,240.0,38.0,70.0,144.0,0.0,1139.0,717.0,-477.0
E01000238,456.0,0.0,186.0,0.0,38.0,110.0,0.0,790.0,494.0,-308.0
E01000239,297.0,0.0,128.0,35.0,41.0,112.0,0.0,613.0,338.0,-210.0
E01000240,332.0,0.0,179.0,0.0,77.0,149.0,0.0,737.0,409.0,-230.0
E01000241,322.0,0.0,140.0,0.0,0.0,80.0,0.0,542.0,322.0,-182.0
E01000242,469.0,34.0,187.0,0.0,42.0,146.0,0.0,878.0,511.0,-324.0
E01000243,598.0,36.0,260.0,0.0,43.0,214.0,0.0,1151.0,641.0,-381.0
E01000244,487.0,0.0,181.0,0.0,0.0,163.0,0.0,831.0,487.0,-306.0
E01000245,645.0,0.0,252.0,120.0,0.0,196.0,30.0,1243.0,645.0,-393.0
E01000246,0.0,0.0,71.0,0.0,48.0,42.0,0.0,161.0,48.0,23.0
E01000247,0.0,76.0,0.0,39.0,0.0,123.0,0.0,238.0,0.0,0.0
E01000248,166.0,31.0,195.0,41.0,79.0,118.0,39.0,669.0,245.0,-50.0
E01000249,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0
E01000250,151.0,37.0,59.0,39.0,45.0,192.0,0.0,523.0,196.0,-137.0
E01000251,160.0,40.0,183.0,32.0,35.0,87.0,0.0,537.0,195.0,-12.0
E01000252,158.0,0.0,63.0,0.0,0.0,79.0,0.0,300.0,158.0,-95.0
E01000253,433.0,0.0,191.0,123.0,0.0,113.0,0.0,860.0,433.0,-242.0
E01000254,0.0,0.0,60.0,0.0,37.0,69.0,0.0,166.0,37.0,23.0
E01000255,0.0,33.0,0.0,40.0,0.0,79.0,0.0,152.0,0.0,0.0
E01000256,483.0,84.0,186.0,0.0,40.0,125.0,0.0,918.0,523.0,-337.0
E01000257,353.0,37.0,115.0,68.0,0.0,128.0,0.0,701.0,353.0,-238.0
E01000258,331.0,35.0,121.0,0.0,0.0,129.0,0.0,616.0,331.0,-210.0
E01000259,179.0,0.0,117.0,0.0,77.0,114.0,0.0,487.0,256.0,-139.0
E01000260,161.0,0.0,115.0,0.0,42.0,124.0,0.0,442.0,203.0,-88.0
E01000261,487.0,0.0,199.0,0.0,36.0,114.0,0.0,836.0,523.0,-324.0
E01000262,155.0,0.0,115.0,0.0,0.0,83.0,0.0,353.0,155.0,-40.0
E01000263,142.0,0.0,61.0,0.0,0.0,41.0,0.0,244.0,142.0,-81.0
E01000264,501.0,71.0,174.0,43.0,48.0,150.0,0.0,987.0,549.0,-375.0
E01000265,157.0,32.0,184.0,41.0,73.0,76.0,0.0,563.0,230.0,-46.0
E01000266,0.0,33.0,0.0,0.0,0.0,123.0,0.0,156.0,0.0,0.0
E01000267,0.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0
E01000268,322.0,0.0,185.0,0.0,41.0,196.0,43.0,787.0,363.0,-178.0
E01000269,146.0,0.0,61.0,0.0,0.0,163.0,0.0,370.0,146.0,-85.0
E01000270,153.0,0.0,68.0,0.0,0.0,32.0,0.0,253.0,153.0,-85.0
E01000271,142.0,0.0,63.0,44.0,0.0,116.0,0.0,365.0,142.0,-79.0
E01000272,317.0,0.0,130.0,0.0,0.0,131.0,0.0,578.0,317.0,-187.0
E01000273,337.0,81.0,133.0,48.0,23.0,121.0,0.0,743.0,360.0,-227.0
E01000274,311.0,41.0,179.0,0.0,34.0,152.0,0.0,717.0,345.0,-166.0
E01000275,0.0,0.0,67.0,0.0,44.0,38.0,0.0,149.0,44.0,23.0
E01000276,167.0,0.0,60.0,0.0,0.0,79.0,0.0,306.0,167.0,-107.0
E01000277,140.0,0.0,68.0,40.0,0.0,82.0,0.0,330.0,140.0,-72.0
E01000278,151.0,0.0,56.0,0.0,0.0,80.0,0.0,287.0,151.0,-95.0
E01000279,328.0,0.0,127.0,39.0,0.0,118.0,0.0,612.0,328.0,-201.0
E01000280,304.0,0.0,121.0,37.0,0.0,123.0,0.0,585.0,304.0,-183.0
E01000281,457.0,0.0,195.0,104.0,38.0,107.0,0.0,901.0,495.0,-300.0
E01000282,320.0,0.0,117.0,38.0,0.0,132.0,0.0,607.0,320.0,-203.0
E01000283,0.0,0.0,0.0,36.0,0.0,82.0,0.0,118.0,0.0,0.0
E01000284,314.0,0.0,119.0,33.0,0.0,155.0,0.0,621.0,314.0,-195.0
E01000285,0.0,29.0,0.0,0.0,0.0,76.0,0.0,105.0,0.0,0.0
E01000286,301.0,0.0,169.0,35.0,81.0,162.0,0.0,748.0,382.0,-213.0
E01000287,0.0,77.0,142.0,38.0,51.0,158.0,0.0,466.0,51.0,91.0
E01000288,0.0,38.0,0.0,0.0,0.0,69.0,0.0,107.0,0.0,0.0
E01000289,172.0,44.0,59.0,42.0,0.0,74.0,0.0,391.0,172.0,-113.0
E01000290,306.0,0.0,134.0,0.0,43.0,117.0,0.0,600.0,349.0,-215.0
E01000291,0.0,0.0,68.0,0.0,37.0,160.0,0.0,265.0,37.0,31.0
E01000292,302.0,0.0,249.0,0.0,68.0,161.0,0.0,780.0,370.0,-121.0
E01000293,153.0,0.0,57.0,0.0,0.0,76.0,0.0,286.0,153.0,-96.0
E01000294,0.0,34.0,0.0,42.0,0.0,40.0,0.0,116.0,0.0,0.0
E01000295,148.0,0.0,57.0,46.0,0.0,123.0,0.0,374.0,148.0,-91.0
E01000296,504.0,124.0,256.0,82.0,113.0,204.0,0.0,1283.0,617.0,-361.0
E01000297,0.0,28.0,0.0,0.0,0.0,36.0,0.0,64.0,0.0,0.0
E01000298,169.0,34.0,64.0,31.0,38.0,108.0,41.0,485.0,207.0,-143.0
E01000299,156.0,77.0,170.0,39.0,116.0,208.0,0.0,766.0,272.0,-102.0
E01000300,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0
E01000301,168.0,0.0,64.0,0.0,0.0,35.0,0.0,267.0,168.0,-104.0
E01000302,484.0,0.0,192.0,0.0,37.0,159.0,0.0,872.0,521.0,-329.0
E01000303,151.0,33.0,57.0,0.0,0.0,41.0,0.0,282.0,151.0,-94.0
E01000304,161.0,0.0,61.0,0.0,0.0,83.0,0.0,305.0,161.0,-100.0
E01000305,149.0,0.0,125.0,0.0,37.0,162.0,0.0,473.0,186.0,-61.0
E01000306,0.0,39.0,122.0,0.0,74.0,83.0,0.0,318.0,74.0,48.0
E01000307,305.0,30.0,190.0,76.0,124.0,156.0,31.0,912.0,429.0,-239.0
E01000308,151.0,0.0,126.0,35.0,83.0,116.0,0.0,511.0,234.0,-108.0
E01000309,310.0,0.0,139.0,33.0,0.0,89.0,0.0,571.0,310.0,-171.0
E01000310,781.0,0.0,292.0,40.0,37.0,189.0,0.0,1339.0,818.0,-526.0
E01000311,429.0,0.0,175.0,0.0,0.0,161.0,0.0,765.0,429.0,-254.0
