,LSOA,Anti Semitic,Disability,Homophobic,Islamophobic,Racist,Transgender,Faith,Total All Incidents
157,E01000164,True,False,False,False,False,False,False,False
158,E01000165,True,False,False,False,False,False,False,False
159,E01000166,True,False,False,False,False,False,False,False
160,E01000167,True,False,False,False,False,False,False,False
161,E01000168,True,False,False,False,False,False,False,False
162,E01000169,False,False,False,False,False,False,False,False
163,E01000170,True,False,False,False,False,False,False,False
164,E01000171,True,False,False,False,False,True,False,False
165,E01000172,False,False,False,False,False,False,False,False
166,E01000173,False,False,False,False,False,False,False,False
167,E01000174,True,False,False,False,False,False,False,False
168,E01000175,False,False,False,False,False,False,False,False
169,E01000176,True,False,False,False,False,False,False,False
170,E01000177,True,False,False,False,False,False,False,True
171,E01000178,True,False,False,False,False,False,False,False
172,E01000179,False,False,False,False,False,False,False,False
173,E01000180,False,False,False,False,False,True,False,False
174,E01000181,True,False,False,False,False,True,False,False
175,E01000182,False,False,False,False,False,False,False,False
176,E01000183,True,False,False,False,False,False,False,False
177,E01000184,False,False,False,False,False,False,False,False
178,E01000185,True,False,False,False,False,False,False,False
179,E01000186,True,False,False,False,False,False,False,False
