,LSOA,Anti Semitic,Disability,Homophobic,Islamophobic,Racist,Transgender,Faith,Total All Incidents
1126,E01001153,0.0,0.0,0.0,0.0,82.0,0.0,0.0,82.0
1127,E01001154,0.0,36.0,39.0,0.0,78.0,38.0,48.0,239.0
1128,E01001155,0.0,34.0,43.0,110.0,151.0,38.0,66.0,552.0
1129,E01001156,0.0,38.0,0.0,0.0,77.0,0.0,0.0,115.0
1130,E01001157,0.0,36.0,82.0,39.0,40.0,0.0,12.0,248.0
1131,E01001158,0.0,34.0,163.0,33.0,50.0,0.0,27.0,340.0
1132,E01001159,0.0,76.0,35.0,0.0,75.0,0.0,0.0,186.0
1133,E01001160,0.0,0.0,0.0,0.0,73.0,37.0,59.0,169.0
1134,E01001161,0.0,39.0,40.0,0.0,38.0,41.0,0.0,158.0
1135,E01001162,158.0,37.0,31.0,39.0,159.0,0.0,-84.0,537.0
1136,E01001163,0.0,0.0,130.0,0.0,156.0,0.0,0.0,286.0
1137,E01001164,0.0,79.0,41.0,39.0,110.0,0.0,17.0,325.0
1138,E01001165,0.0,0.0,46.0,40.0,83.0,0.0,22.0,231.0
1139,E01001166,0.0,31.0,79.0,35.0,150.0,0.0,27.0,357.0
1140,E01001167,0.0,0.0,42.0,41.0,69.0,0.0,17.0,210.0
1141,E01001168,0.0,0.0,0.0,46.0,162.0,0.0,63.0,317.0
1142,E01001169,0.0,0.0,46.0,0.0,75.0,0.0,0.0,121.0
1143,E01001170,0.0,40.0,85.0,0.0,110.0,0.0,0.0,235.0
1144,E01001171,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0
1145,E01001172,0.0,63.0,40.0,32.0,158.0,0.0,28.0,353.0
1146,E01001173,0.0,0.0,41.0,31.0,118.0,0.0,29.0,250.0
1147,E01001174,0.0,34.0,41.0,0.0,86.0,0.0,64.0,225.0
1148,E01001175,0.0,0.0,38.0,42.0,35.0,0.0,16.0,173.0
1149,E01001176,168.0,30.0,36.0,0.0,78.0,0.0,-94.0,386.0
1150,E01001177,169.0,39.0,36.0,39.0,90.0,36.0,-131.0,486.0
1151,E01001178,0.0,45.0,85.0,43.0,108.0,0.0,14.0,338.0
1152,E01001179,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0
1153,E01001180,0.0,0.0,41.0,46.0,80.0,0.0,24.0,237.0
1154,E01001181,0.0,75.0,36.0,111.0,164.0,0.0,68.0,565.0
1155,E01001182,0.0,0.0,0.0,37.0,89.0,0.0,31.0,194.0
1156,E01001183,0.0,0.0,43.0,41.0,209.0,0.0,81.0,415.0
1157,E01001184,0.0,41.0,0.0,33.0,116.0,0.0,102.0,325.0
1158,E01001185,0.0,0.0,28.0,28.0,121.0,41.0,28.0,274.0
1159,E01001186,0.0,0.0,34.0,35.0,42.0,0.0,19.0,165.0
1160,E01001187,0.0,72.0,86.0,0.0,78.0,0.0,0.0,236.0
1161,E01001188,0.0,41.0,0.0,0.0,36.0,0.0,53.0,130.0
1162,E01001189,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
1163,E01001190,0.0,0.0,40.0,0.0,129.0,0.0,0.0,169.0
1164,E01001191,142.0,0.0,43.0,43.0,149.0,0.0,-131.0,431.0
1165,E01001192,0.0,34.0,32.0,40.0,81.0,0.0,23.0,250.0
1166,E01001193,0.0,39.0,77.0,0.0,38.0,0.0,0.0,154.0
1167,E01001194,0.0,0.0,0.0,34.0,117.0,0.0,38.0,223.0
1168,E01001195,0.0,0.0,0.0,0.0,137.0,0.0,70.0,207.0
1169,E01001196,0.0,0.0,78.0,0.0,109.0,0.0,64.0,251.0
1170,E01001197,0.0,0.0,0.0,43.0,164.0,0.0,64.0,314.0
1171,E01001198,0.0,0.0,38.0,0.0,138.0,0.0,74.0,250.0
1172,E01001199,0.0,0.0,0.0,0.0,116.0,0.0,0.0,116.0
1173,E01001200,0.0,0.0,44.0,31.0,171.0,0.0,18.0,295.0
1174,E01001201,0.0,0.0,39.0,0.0,78.0,0.0,0.0,117.0
1175,E01001202,0.0,35.0,40.0,75.0,158.0,0.0,50.0,433.0
1176,E01001203,0.0,43.0,39.0,43.0,130.0,0.0,22.0,320.0
1177,E01001204,0.0,0.0,0.0,46.0,37.0,0.0,19.0,148.0
1178,E01001205,0.0,38.0,31.0,42.0,109.0,0.0,7.0,269.0
1179,E01001206,0.0,0.0,0.0,0.0,118.0,0.0,0.0,118.0
1180,E01001207,149.0,0.0,86.0,39.0,121.0,0.0,-76.0,507.0
1181,E01001208,154.0,31.0,87.0,0.0,80.0,0.0,-96.0,410.0
1182,E01001209,0.0,34.0,0.0,82.0,163.0,0.0,44.0,405.0
1183,E01001210,0.0,0.0,37.0,0.0,122.0,0.0,0.0,159.0
1184,E01001211,0.0,0.0,39.0,119.0,161.0,0.0,72.0,510.0
1185,E01001212,0.0,31.0,0.0,0.0,117.0,0.0,0.0,148.0
1186,E01001213,0.0,71.0,0.0,37.0,120.0,0.0,22.0,287.0
1187,E01001214,0.0,0.0,37.0,0.0,35.0,0.0,60.0,132.0
1188,E01001215,0.0,34.0,37.0,77.0,127.0,36.0,115.0,503.0
1189,E01001216,0.0,0.0,0.0,0.0,148.0,0.0,0.0,148.0
1190,E01001217,0.0,0.0,0.0,52.0,36.0,0.0,9.0,149.0
1191,E01001218,0.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0
1192,E01001219,0.0,0.0,121.0,0.0,90.0,0.0,0.0,211.0
1193,E01001220,0.0,0.0,43.0,0.0,117.0,0.0,67.0,227.0
1194,E01001221,161.0,33.0,115.0,178.0,169.0,77.0,-25.0,1047.0
1195,E01001222,137.0,0.0,44.0,83.0,170.0,44.0,-99.0,599.0
1196,E01001223,0.0,0.0,48.0,42.0,82.0,0.0,35.0,249.0
1197,E01001224,0.0,0.0,39.0,0.0,75.0,0.0,65.0,179.0
1198,E01001225,0.0,35.0,23.0,48.0,190.0,71.0,64.0,479.0
1199,E01001226,0.0,0.0,0.0,0.0,119.0,0.0,0.0,119.0
1200,E01001227,0.0,0.0,42.0,0.0,38.0,0.0,0.0,80.0
1201,E01001228,0.0,0.0,40.0,0.0,159.0,0.0,0.0,199.0
1202,E01001229,142.0,0.0,0.0,0.0,134.0,0.0,-82.0,336.0
1203,E01001230,0.0,36.0,40.0,0.0,119.0,42.0,0.0,237.0
1204,E01001231,0.0,0.0,89.0,45.0,119.0,0.0,10.0,308.0
1205,E01001232,0.0,0.0,34.0,0.0,113.0,0.0,0.0,147.0
1206,E01001233,0.0,0.0,34.0,0.0,162.0,29.0,113.0,338.0
1207,E01001234,0.0,0.0,0.0,39.0,150.0,52.0,41.0,321.0
1208,E01001235,152.0,0.0,35.0,41.0,74.0,0.0,-70.0,425.0
1209,E01001236,167.0,0.0,33.0,0.0,42.0,0.0,-101.0,308.0
1210,E01001237,0.0,0.0,35.0,0.0,119.0,0.0,0.0,154.0
1211,E01001238,0.0,0.0,82.0,42.0,197.0,0.0,17.0,380.0
1212,E01001239,0.0,0.0,41.0,39.0,34.0,0.0,35.0,188.0
1213,E01001240,0.0,0.0,85.0,71.0,73.0,0.0,58.0,358.0
1214,E01001241,0.0,76.0,0.0,82.0,135.0,0.0,52.0,427.0
1215,E01001242,121.0,0.0,42.0,37.0,108.0,0.0,36.0,502.0
1216,E01001243,0.0,37.0,43.0,76.0,146.0,0.0,102.0,480.0
1217,E01001244,0.0,35.0,37.0,41.0,77.0,0.0,26.0,257.0
1218,E01001245,144.0,34.0,0.0,0.0,121.0,0.0,-94.0,349.0
1219,E01001246,141.0,0.0,38.0,37.0,86.0,0.0,-74.0,406.0
1220,E01001247,306.0,0.0,43.0,76.0,195.0,0.0,-190.0,812.0
1221,E01001248,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0
1222,E01001249,0.0,79.0,71.0,122.0,183.0,45.0,76.0,698.0
1223,E01001250,0.0,0.0,34.0,85.0,165.0,42.0,17.0,428.0
1224,E01001251,0.0,0.0,35.0,0.0,93.0,0.0,0.0,128.0
1225,E01001252,0.0,38.0,40.0,41.0,198.0,0.0,28.0,386.0
1226,E01001253,0.0,0.0,40.0,0.0,36.0,0.0,0.0,76.0
1227,E01001254,0.0,0.0,42.0,0.0,83.0,0.0,0.0,125.0
1228,E01001255,0.0,0.0,82.0,0.0,66.0,42.0,0.0,190.0
1229,E01001257,0.0,32.0,0.0,40.0,85.0,0.0,19.0,216.0
1230,E01001258,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0
1231,E01001259,0.0,39.0,0.0,80.0,154.0,0.0,58.0,411.0
1232,E01001260,0.0,0.0,0.0,45.0,124.0,0.0,11.0,225.0
1233,E01001261,157.0,41.0,79.0,40.0,201.0,0.0,3.0,718.0
1234,E01001262,0.0,0.0,40.0,0.0,63.0,0.0,60.0,163.0
1235,E01001263,0.0,0.0,75.0,39.0,81.0,0.0,14.0,248.0
1236,E01001264,0.0,0.0,40.0,42.0,74.0,0.0,17.0,215.0
1237,E01001265,0.0,0.0,0.0,0.0,116.0,0.0,0.0,116.0
1238,E01001266,0.0,0.0,0.0,44.0,171.0,0.0,21.0,280.0
1239,E01001267,0.0,0.0,40.0,42.0,123.0,0.0,23.0,270.0
1240,E01001268,0.0,0.0,0.0,42.0,79.0,0.0,25.0,188.0
1241,E01001269,0.0,0.0,0.0,40.0,115.0,0.0,18.0,213.0
1242,E01001270,0.0,0.0,0.0,39.0,89.0,37.0,24.0,228.0
1243,E01001271,0.0,0.0,39.0,0.0,90.0,0.0,0.0,129.0
1244,E01001272,0.0,0.0,39.0,80.0,46.0,0.0,54.0,299.0
1245,E01001273,0.0,0.0,0.0,38.0,45.0,0.0,17.0,138.0
1246,E01001274,0.0,0.0,0.0,0.0,87.0,0.0,0.0,87.0
1247,E01001275,171.0,0.0,83.0,41.0,88.0,0.0,-108.0,487.0
1248,E01001276,0.0,0.0,74.0,80.0,165.0,0.0,91.0,490.0
1249,E01001277,0.0,0.0,75.0,106.0,148.0,0.0,69.0,504.0
1250,E01001278,0.0,0.0,40.0,68.0,165.0,0.0,62.0,403.0
1251,E01001279,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0
1252,E01001280,0.0,0.0,41.0,38.0,80.0,0.0,29.0,226.0
1253,E01001281,0.0,0.0,0.0,41.0,155.0,0.0,21.0,258.0
1254,E01001282,0.0,0.0,43.0,35.0,78.0,0.0,22.0,213.0
1255,E01001283,0.0,40.0,83.0,0.0,78.0,0.0,57.0,258.0
1256,E01001284,0.0,32.0,0.0,41.0,86.0,0.0,16.0,216.0
1257,E01001285,0.0,43.0,77.0,40.0,84.0,0.0,15.0,299.0
1258,E01001286,0.0,0.0,40.0,0.0,86.0,0.0,0.0,126.0
1259,E01001287,0.0,0.0,68.0,41.0,79.0,0.0,20.0,249.0
1260,E01001288,165.0,0.0,43.0,35.0,113.0,38.0,-87.0,507.0
1261,E01001289,0.0,0.0,39.0,0.0,79.0,0.0,0.0,118.0
1262,E01001290,0.0,36.0,39.0,34.0,74.0,0.0,22.0,239.0
1263,E01001291,0.0,0.0,0.0,48.0,95.0,0.0,27.0,218.0
1264,E01001292,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0
1265,E01001293,0.0,0.0,41.0,37.0,34.0,0.0,23.0,172.0
1266,E01001294,0.0,0.0,0.0,0.0,34.0,0.0,50.0,84.0
1267,E01001295,0.0,0.0,0.0,0.0,76.0,0.0,128.0,204.0
1268,E01001296,0.0,0.0,0.0,42.0,114.0,0.0,12.0,210.0
1269,E01001297,0.0,0.0,42.0,0.0,72.0,0.0,0.0,114.0
1270,E01001298,0.0,0.0,0.0,0.0,126.0,0.0,60.0,186.0
1271,E01001299,151.0,0.0,33.0,0.0,77.0,0.0,-88.0,324.0
1272,E01001300,0.0,0.0,38.0,0.0,85.0,0.0,0.0,123.0
1273,E01001301,0.0,0.0,76.0,44.0,129.0,42.0,7.0,342.0
1274,E01001302,0.0,0.0,31.0,0.0,118.0,0.0,65.0,214.0
1275,E01001303,0.0,42.0,34.0,50.0,127.0,0.0,20.0,323.0
1276,E01001304,0.0,0.0,0.0,38.0,74.0,0.0,22.0,172.0
1277,E01001305,0.0,0.0,0.0,0.0,72.0,0.0,0.0,72.0
1278,E01001306,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0
1279,E01001307,138.0,0.0,0.0,45.0,125.0,0.0,-56.0,435.0
1280,E01001308,158.0,42.0,37.0,46.0,40.0,0.0,-85.0,442.0
1281,E01001309,0.0,0.0,0.0,0.0,79.0,0.0,0.0,79.0
1282,E01001310,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0
1283,E01001311,0.0,0.0,0.0,0.0,116.0,0.0,0.0,116.0
1284,E01001312,0.0,0.0,40.0,36.0,83.0,0.0,27.0,222.0
1285,E01001313,0.0,0.0,41.0,48.0,71.0,0.0,18.0,226.0
1286,E01001314,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
1287,E01001315,0.0,0.0,0.0,0.0,154.0,41.0,0.0,195.0
1288,E01001316,0.0,0.0,40.0,40.0,169.0,0.0,16.0,305.0
1289,E01001317,0.0,0.0,78.0,0.0,86.0,48.0,0.0,212.0
1290,E01001318,0.0,0.0,0.0,39.0,168.0,0.0,21.0,267.0
1291,E01001319,0.0,43.0,0.0,40.0,39.0,0.0,10.0,172.0
1292,E01001320,0.0,0.0,45.0,38.0,78.0,0.0,24.0,223.0
1293,E01001321,0.0,0.0,72.0,47.0,116.0,42.0,12.0,336.0
1294,E01001322,0.0,74.0,82.0,82.0,104.0,0.0,37.0,461.0
1295,E01001323,162.0,0.0,43.0,42.0,119.0,0.0,-133.0,437.0
1296,E01001324,0.0,0.0,40.0,70.0,128.0,0.0,69.0,377.0
1297,E01001325,0.0,39.0,0.0,48.0,113.0,0.0,8.0,256.0
1298,E01001326,0.0,0.0,39.0,42.0,155.0,40.0,11.0,329.0
1299,E01001327,0.0,0.0,0.0,82.0,201.0,0.0,36.0,401.0
1300,E01001328,0.0,0.0,71.0,36.0,165.0,0.0,32.0,340.0
1301,E01001329,0.0,44.0,0.0,0.0,126.0,0.0,0.0,170.0
1302,E01001330,0.0,0.0,70.0,77.0,122.0,42.0,34.0,422.0
1303,E01001331,0.0,0.0,38.0,0.0,92.0,0.0,0.0,130.0
1304,E01001332,0.0,39.0,0.0,37.0,117.0,0.0,28.0,258.0
1305,E01001333,0.0,0.0,120.0,77.0,154.0,0.0,104.0,532.0
1306,E01001334,0.0,0.0,0.0,39.0,88.0,0.0,26.0,192.0
1307,E01001335,0.0,0.0,0.0,42.0,144.0,0.0,23.0,251.0
1308,E01001336,0.0,41.0,0.0,0.0,69.0,0.0,56.0,166.0
1309,E01001337,0.0,36.0,35.0,77.0,173.0,0.0,40.0,438.0
1310,E01001338,0.0,0.0,0.0,44.0,81.0,0.0,13.0,182.0
1311,E01001339,0.0,38.0,38.0,0.0,122.0,0.0,0.0,198.0
1312,E01001340,143.0,53.0,60.0,89.0,213.0,70.0,-110.0,750.0
1313,E01001341,0.0,0.0,37.0,34.0,121.0,0.0,30.0,256.0
1314,E01001342,0.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0
1315,E01001343,0.0,0.0,0.0,0.0,108.0,0.0,0.0,108.0
1316,E01001344,0.0,0.0,0.0,41.0,86.0,0.0,20.0,188.0
1317,E01001345,0.0,0.0,0.0,39.0,85.0,0.0,87.0,250.0
1318,E01001346,147.0,0.0,0.0,0.0,74.0,0.0,-88.0,280.0
1319,E01001347,0.0,0.0,38.0,46.0,117.0,0.0,20.0,267.0
1320,E01001348,0.0,0.0,52.0,0.0,86.0,0.0,0.0,138.0
1321,E01001349,0.0,0.0,0.0,42.0,80.0,0.0,25.0,189.0
1322,E01001350,148.0,0.0,0.0,76.0,75.0,0.0,-99.0,424.0
1323,E01001351,140.0,0.0,69.0,114.0,147.0,37.0,-70.0,691.0
1324,E01001352,168.0,0.0,43.0,43.0,164.0,0.0,-92.0,537.0
1325,E01001353,0.0,0.0,0.0,0.0,92.0,39.0,59.0,190.0
1326,E01001354,0.0,0.0,90.0,0.0,117.0,30.0,72.0,309.0
1327,E01001355,144.0,0.0,42.0,42.0,121.0,40.0,-63.0,512.0
1328,E01001356,0.0,0.0,90.0,135.0,124.0,0.0,48.0,532.0
1329,E01001357,0.0,0.0,0.0,0.0,81.0,36.0,61.0,178.0
1330,E01001358,0.0,36.0,41.0,35.0,108.0,0.0,22.0,277.0
1331,E01001359,184.0,74.0,85.0,78.0,45.0,0.0,-142.0,586.0
1332,E01001360,147.0,0.0,83.0,0.0,85.0,0.0,-33.0,429.0
1333,E01001361,149.0,84.0,35.0,79.0,234.0,41.0,-39.0,811.0
1334,E01001362,0.0,39.0,91.0,41.0,135.0,0.0,84.0,431.0
1335,E01001363,0.0,0.0,38.0,36.0,159.0,0.0,26.0,295.0
1336,E01001364,0.0,0.0,36.0,120.0,132.0,0.0,65.0,473.0
1337,E01001365,0.0,44.0,35.0,37.0,90.0,0.0,25.0,268.0
1338,E01001366,0.0,34.0,0.0,0.0,115.0,0.0,126.0,275.0
1339,E01001367,0.0,35.0,76.0,40.0,157.0,0.0,80.0,428.0
1340,E01001368,0.0,0.0,0.0,0.0,127.0,0.0,0.0,127.0
1341,E01001369,0.0,35.0,39.0,41.0,155.0,0.0,88.0,399.0
1342,E01001370,0.0,0.0,38.0,37.0,116.0,0.0,30.0,258.0
1343,E01001371,0.0,0.0,134.0,34.0,123.0,0.0,82.0,407.0
1344,E01001372,0.0,0.0,36.0,0.0,135.0,0.0,0.0,171.0
1345,E01001373,0.0,0.0,0.0,36.0,92.0,0.0,27.0,191.0
1346,E01001374,0.0,75.0,41.0,0.0,118.0,0.0,0.0,234.0
1347,E01001375,0.0,0.0,49.0,79.0,33.0,0.0,46.0,286.0
1348,E01001376,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0
1349,E01001377,0.0,0.0,0.0,0.0,81.0,0.0,0.0,81.0
1350,E01001379,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0
1351,E01001380,0.0,0.0,66.0,36.0,43.0,0.0,19.0,200.0
1352,E01001381,143.0,0.0,41.0,78.0,155.0,0.0,-105.0,533.0
1353,E01001382,0.0,0.0,35.0,0.0,39.0,0.0,0.0,74.0
1354,E01001383,0.0,0.0,0.0,0.0,82.0,34.0,65.0,181.0
1355,E01001384,0.0,0.0,0.0,35.0,112.0,0.0,27.0,209.0
1356,E01001385,0.0,0.0,42.0,37.0,109.0,0.0,19.0,244.0
1357,E01001386,0.0,0.0,37.0,0.0,201.0,0.0,0.0,238.0
1358,E01001387,0.0,0.0,79.0,40.0,149.0,0.0,23.0,331.0
1359,E01001388,0.0,76.0,77.0,37.0,160.0,38.0,100.0,525.0
1360,E01001389,0.0,41.0,78.0,79.0,76.0,39.0,56.0,448.0
1361,E01001390,322.0,0.0,0.0,0.0,83.0,0.0,-191.0,536.0
1362,E01001391,0.0,33.0,0.0,0.0,42.0,0.0,0.0,75.0
1363,E01001392,0.0,0.0,38.0,0.0,42.0,0.0,0.0,80.0
1364,E01001393,302.0,36.0,32.0,0.0,113.0,0.0,-183.0,602.0
1365,E01001394,167.0,0.0,34.0,36.0,68.0,37.0,-143.0,402.0
1366,E01001395,0.0,0.0,41.0,40.0,74.0,0.0,11.0,206.0
1367,E01001396,140.0,36.0,0.0,0.0,111.0,0.0,-26.0,401.0
1368,E01001397,0.0,0.0,35.0,38.0,128.0,0.0,18.0,257.0
1369,E01001398,0.0,0.0,40.0,0.0,77.0,0.0,0.0,117.0
1370,E01001399,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0
1371,E01001400,0.0,0.0,38.0,0.0,68.0,0.0,0.0,106.0
1372,E01001401,0.0,35.0,39.0,39.0,38.0,0.0,24.0,214.0
1373,E01001402,0.0,32.0,40.0,0.0,116.0,0.0,0.0,188.0
1374,E01001403,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0
1375,E01001404,169.0,0.0,0.0,0.0,75.0,0.0,-104.0,309.0
1376,E01001405,163.0,0.0,87.0,0.0,109.0,0.0,-101.0,421.0
1377,E01001406,0.0,75.0,41.0,0.0,125.0,0.0,55.0,296.0
1378,E01001407,0.0,0.0,39.0,0.0,79.0,0.0,62.0,180.0
1379,E01001408,0.0,0.0,36.0,41.0,123.0,37.0,21.0,299.0
1380,E01001409,0.0,0.0,42.0,0.0,148.0,37.0,0.0,227.0
1381,E01001410,0.0,0.0,39.0,0.0,79.0,89.0,0.0,207.0
1382,E01001411,0.0,0.0,31.0,0.0,93.0,0.0,56.0,180.0
1383,E01001412,0.0,73.0,89.0,38.0,159.0,0.0,140.0,537.0
1384,E01001413,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0
1385,E01001414,0.0,0.0,0.0,45.0,85.0,46.0,16.0,237.0
1386,E01001415,151.0,0.0,41.0,35.0,73.0,0.0,-71.0,415.0
1387,E01001416,0.0,49.0,0.0,42.0,84.0,0.0,14.0,231.0
1388,E01001417,0.0,0.0,0.0,0.0,39.0,0.0,0.0,39.0
1389,E01001418,0.0,0.0,0.0,0.0,118.0,0.0,0.0,118.0
1390,E01001419,288.0,0.0,72.0,0.0,165.0,0.0,-157.0,656.0
1391,E01001420,172.0,0.0,42.0,0.0,75.0,0.0,-109.0,352.0
1392,E01001421,153.0,0.0,0.0,41.0,133.0,0.0,-75.0,446.0
1393,E01001422,0.0,0.0,0.0,0.0,73.0,0.0,0.0,73.0
1394,E01001423,0.0,0.0,83.0,0.0,79.0,0.0,0.0,162.0
1395,E01001424,0.0,69.0,39.0,0.0,88.0,0.0,0.0,196.0
1396,E01001425,0.0,38.0,71.0,87.0,149.0,0.0,53.0,485.0
1397,E01001426,0.0,0.0,0.0,35.0,84.0,40.0,18.0,212.0
1398,E01001427,163.0,0.0,43.0,84.0,101.0,0.0,-121.0,517.0
1399,E01001428,0.0,38.0,39.0,83.0,116.0,0.0,53.0,412.0
1400,E01001429,462.0,77.0,87.0,40.0,199.0,77.0,-322.0,1122.0
1401,E01001430,0.0,0.0,0.0,43.0,108.0,0.0,18.0,212.0
1402,E01001431,0.0,0.0,34.0,38.0,80.0,0.0,27.0,217.0
1403,E01001432,0.0,66.0,0.0,49.0,156.0,73.0,10.0,403.0
1404,E01001433,0.0,0.0,0.0,35.0,109.0,0.0,18.0,197.0
1405,E01001434,0.0,0.0,37.0,80.0,39.0,0.0,26.0,262.0
1406,E01001435,0.0,0.0,0.0,0.0,74.0,0.0,0.0,74.0
1407,E01001436,0.0,0.0,39.0,0.0,126.0,0.0,0.0,165.0
1408,E01001437,470.0,0.0,0.0,45.0,136.0,0.0,-311.0,855.0
1409,E01001438,0.0,0.0,87.0,40.0,150.0,0.0,11.0,328.0
1410,E01001439,143.0,77.0,42.0,46.0,126.0,0.0,-62.0,561.0
1411,E01001440,0.0,0.0,40.0,0.0,116.0,0.0,123.0,279.0
1412,E01001441,0.0,0.0,70.0,43.0,155.0,0.0,9.0,320.0
1413,E01001442,0.0,0.0,81.0,38.0,126.0,0.0,30.0,313.0
1414,E01001444,0.0,0.0,0.0,0.0,127.0,0.0,0.0,127.0
1415,E01001445,0.0,0.0,0.0,41.0,105.0,0.0,23.0,210.0
1416,E01001446,160.0,0.0,0.0,0.0,110.0,0.0,-99.0,331.0
1417,E01001447,0.0,0.0,0.0,38.0,167.0,0.0,31.0,274.0
1418,E01001448,0.0,0.0,0.0,46.0,64.0,0.0,6.0,162.0
1419,E01001449,0.0,0.0,0.0,42.0,127.0,0.0,11.0,222.0
1420,E01001450,173.0,35.0,84.0,0.0,182.0,0.0,-120.0,527.0
1421,E01001451,162.0,0.0,0.0,0.0,119.0,0.0,-95.0,348.0
1422,E01001452,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0
1423,E01001453,0.0,0.0,0.0,0.0,126.0,0.0,0.0,126.0
1424,E01001454,0.0,0.0,0.0,0.0,114.0,0.0,60.0,174.0
1425,E01001455,0.0,0.0,0.0,0.0,85.0,0.0,60.0,145.0
1426,E01001456,157.0,0.0,0.0,0.0,83.0,0.0,-97.0,300.0
1427,E01001457,186.0,32.0,39.0,0.0,81.0,0.0,-119.0,405.0
1428,E01001458,0.0,0.0,0.0,0.0,93.0,0.0,66.0,159.0
1429,E01001459,0.0,0.0,40.0,77.0,115.0,0.0,49.0,358.0
1430,E01001460,0.0,32.0,90.0,37.0,170.0,35.0,95.0,496.0
1431,E01001461,0.0,0.0,39.0,0.0,150.0,0.0,0.0,189.0
1432,E01001462,0.0,0.0,136.0,46.0,83.0,86.0,18.0,415.0
1433,E01001463,0.0,0.0,0.0,0.0,43.0,0.0,0.0,43.0
1434,E01001464,0.0,0.0,36.0,0.0,49.0,0.0,0.0,85.0
1435,E01001465,0.0,0.0,38.0,0.0,124.0,35.0,0.0,197.0
1436,E01001466,0.0,0.0,41.0,0.0,74.0,0.0,0.0,115.0
1437,E01001467,0.0,0.0,0.0,0.0,76.0,0.0,0.0,76.0
1438,E01001468,0.0,0.0,76.0,0.0,125.0,0.0,68.0,269.0
1439,E01001469,0.0,39.0,0.0,0.0,82.0,0.0,66.0,187.0
1440,E01001470,0.0,0.0,0.0,38.0,38.0,0.0,23.0,137.0
1441,E01001471,159.0,0.0,0.0,42.0,83.0,0.0,-84.0,401.0
1442,E01001472,0.0,0.0,0.0,0.0,66.0,0.0,56.0,122.0
1443,E01001473,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0
1444,E01001474,0.0,0.0,0.0,0.0,80.0,0.0,0.0,80.0
1445,E01001475,0.0,34.0,38.0,41.0,0.0,0.0,78.0,232.0
1446,E01001476,0.0,0.0,0.0,0.0,155.0,0.0,62.0,217.0
1447,E01001477,150.0,0.0,0.0,41.0,76.0,0.0,-124.0,334.0
1448,E01001478,0.0,0.0,0.0,0.0,44.0,0.0,64.0,108.0
1449,E01001479,0.0,0.0,42.0,35.0,128.0,0.0,20.0,260.0
1450,E01001480,0.0,32.0,0.0,0.0,110.0,0.0,0.0,142.0
1451,E01001481,145.0,0.0,41.0,42.0,49.0,0.0,-63.0,401.0
1452,E01001482,0.0,0.0,43.0,0.0,113.0,0.0,0.0,156.0
1453,E01001483,0.0,0.0,36.0,35.0,78.0,0.0,26.0,210.0
1454,E01001484,0.0,0.0,0.0,0.0,68.0,0.0,0.0,68.0
1455,E01001485,0.0,0.0,35.0,44.0,76.0,0.0,18.0,217.0
1456,E01001486,0.0,0.0,0.0,34.0,108.0,0.0,46.0,222.0
1457,E01001487,0.0,0.0,43.0,42.0,119.0,0.0,15.0,261.0
1458,E01001488,145.0,35.0,36.0,0.0,71.0,0.0,-86.0,346.0
1459,E01001489,0.0,0.0,0.0,74.0,129.0,0.0,54.0,331.0
1460,E01001491,156.0,0.0,42.0,49.0,69.0,0.0,-147.0,374.0
1461,E01001492,0.0,0.0,0.0,0.0,83.0,0.0,55.0,138.0
1462,E01001493,0.0,0.0,29.0,42.0,113.0,0.0,14.0,240.0
1463,E01001494,0.0,0.0,34.0,0.0,83.0,0.0,0.0,117.0
1464,E01001495,0.0,0.0,0.0,0.0,130.0,0.0,0.0,130.0
1465,E01001496,158.0,0.0,0.0,0.0,124.0,0.0,-103.0,337.0
1466,E01001497,159.0,0.0,0.0,0.0,38.0,0.0,-103.0,253.0
1467,E01001498,0.0,0.0,75.0,110.0,123.0,0.0,72.0,490.0
1468,E01001499,0.0,0.0,0.0,0.0,77.0,0.0,0.0,77.0
1469,E01001500,0.0,0.0,0.0,33.0,71.0,0.0,36.0,173.0
1470,E01001501,0.0,0.0,0.0,44.0,74.0,0.0,7.0,169.0
1471,E01001502,0.0,39.0,43.0,34.0,86.0,0.0,21.0,257.0
1472,E01001503,0.0,28.0,76.0,40.0,146.0,0.0,79.0,409.0
